@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"NUM:money" , "how" , "much" , "did" , "mercury" , "how much" , "much did" , "how did" , "how mercury" , "much mercury" , "did mercury" 
"LOC:country" , "what" , "country" , "contains" , "the" , "what country" , "country contains" , "what contains" , "what the" , "country the" , "contains the" 
"NUM:count" , "what" , "the" , "american" , "dollar" , "what the" , "the american" , "what american" , "what dollar" , "the dollar" , "american dollar" 
"NUM:date" , "what" , "year" , "did" , "charles" , "what year" , "year did" , "what did" , "what charles" , "year charles" , "did charles" 
"NUM:date" , "when" , "did" , "the" , "last" , "when did" , "did the" , "when the" , "when last" , "did last" , "the last" 
"HUM:ind" , "what" , "famed" , "clown" , "appeared" , "what famed" , "famed clown" , "what clown" , "what appeared" , "famed appeared" , "clown appeared" 
"NUM:count" , "how" , "many" , "people" , "died" , "how many" , "many people" , "how people" , "how died" , "many died" , "people died" 
"LOC:city" , "what" , "southern" , "california" , "town" , "what southern" , "southern california" , "what california" , "what town" , "southern town" , "california town" 
"NUM:count" , "how" , "many" , "colors" , "are" , "how many" , "many colors" , "how colors" , "how are" , "many are" , "colors are" 
"LOC:other" , "what" , "is" , "the" , "habitat" , "what is" , "is the" , "what the" , "what habitat" , "is habitat" , "the habitat" 
"LOC:city" , "what" , "city" , "the" , "kickoff" , "what city" , "city the" , "what the" , "what kickoff" , "city kickoff" , "the kickoff" 
"NUM:money" , "what" , "is" , "the" , "average" , "what is" , "is the" , "what the" , "what average" , "is average" , "the average" 
"LOC:other" , "where" , "is" , "the" , "largest" , "where is" , "is the" , "where the" , "where largest" , "is largest" , "the largest" 
"HUM:ind" , "who" , "is" , "currently" , "the" , "who is" , "is currently" , "who currently" , "who the" , "is the" , "currently the" 
"NUM:count" , "how" , "many" , "endangered" , "species" , "how many" , "many endangered" , "how endangered" , "how species" , "many species" , "endangered species" 
"LOC:city" , "which" , "large" , "city" , "had" , "which large" , "large city" , "which city" , "which had" , "large had" , "city had" 
"HUM:ind" , "who" , "was" , "the" , "bandleader" , "who was" , "was the" , "who the" , "who bandleader" , "was bandleader" , "the bandleader" 
"NUM:date" , "when" , "was" , "the" , "last" , "when was" , "was the" , "when the" , "when last" , "was last" , "the last" 
"HUM:ind" , "what" , "hockey" , "player" , "did" , "what hockey" , "hockey player" , "what player" , "what did" , "hockey did" , "player did" 
"HUM:ind" , "what" , "president" , "was" , "buried" , "what president" , "president was" , "what was" , "what buried" , "president buried" , "was buried" 
"NUM:money" , "how" , "much" , "did" , "the" , "how much" , "much did" , "how did" , "how the" , "much the" , "did the" 
"LOC:country" , "what" , "country" , "was" , "general" , "what country" , "country was" , "what was" , "what general" , "country general" , "was general" 
"NUM:other" , "what" , "is" , "the" , "latitude" , "what is" , "is the" , "what the" , "what latitude" , "is latitude" , "the latitude" 
"NUM:count" , "how" , "many" , "head" , "injuries" , "how many" , "many head" , "how head" , "how injuries" , "many injuries" , "head injuries" 
"NUM:count" , "a" , "normal" , "human" , "pregnancy" , "a normal" , "normal human" , "a human" , "a pregnancy" , "normal pregnancy" , "human pregnancy" 
"HUM:ind" , "who" , "domesticated" , "the" , "wild" , "who domesticated" , "domesticated the" , "who the" , "who wild" , "domesticated wild" , "the wild" 
"LOC:country" , "what" , "country" , "does" , "ileana" , "what country" , "country does" , "what does" , "what ileana" , "country ileana" , "does ileana" 
"LOC:country" , "what" , "two" , "european" , "countries" , "what two" , "two european" , "what european" , "what countries" , "two countries" , "european countries" 
"HUM:ind" , "what" , "was" , "the" , "name" , "what was" , "was the" , "what the" , "what name" , "was name" , "the name" 
"HUM:ind" , "name" , "the" , "designer" , "of" , "name the" , "the designer" , "name designer" , "name of" , "the of" , "designer of" 
"HUM:ind" , "who" , "is" , "olive" , "oyl" , "who is" , "is olive" , "who olive" , "who oyl" , "is oyl" , "olive oyl" 
"HUM:ind" , "what" , "king" , "boycotted" , "prince" , "what king" , "king boycotted" , "what boycotted" , "what prince" , "king prince" , "boycotted prince" 
"HUM:ind" , "what" , "was" , "the" , "nickname" , "what was" , "was the" , "what the" , "what nickname" , "was nickname" , "the nickname" 
"LOC:other" , "where" , "is" , "the" , "taj" , "where is" , "is the" , "where the" , "where taj" , "is taj" , "the taj" 
"LOC:other" , "in" , "the" , "papal" , "court" , "in the" , "the papal" , "in papal" , "in court" , "the court" , "papal court" 
"NUM:date" , "what" , "is" , "the" , "first" , "what is" , "is the" , "what the" , "what first" , "is first" , "the first" 
"LOC:city" , "what" , "capital" , "is" , "built" , "what capital" , "capital is" , "what is" , "what built" , "capital built" , "is built" 
"NUM:count" , "how" , "many" , "of" , "them" , "how many" , "many of" , "how of" , "how them" , "many them" , "of them" 
"LOC:other" , "what" , "famed" , "wall" , "supports" , "what famed" , "famed wall" , "what wall" , "what supports" , "famed supports" , "wall supports" 
"HUM:ind" , "who" , "portrayed" , "fatman" , "in" , "who portrayed" , "portrayed fatman" , "who fatman" , "who in" , "portrayed in" , "fatman in" 
"LOC:other" , "where" , "are" , "good" , "science" , "where are" , "are good" , "where good" , "where science" , "are science" , "good science" 
"HUM:ind" , "what" , "woman" , "was" , "time" , "what woman" , "woman was" , "what was" , "what time" , "woman time" , "was time" 
"HUM:ind" , "who" , "wrote" , "the" , "ugly" , "who wrote" , "wrote the" , "who the" , "who ugly" , "wrote ugly" , "the ugly" 
"HUM:ind" , "who" , "designed" , "london" , "bridge" , "who designed" , "designed london" , "who london" , "who bridge" , "designed bridge" , "london bridge" 
"NUM:count" , "how" , "many" , "miles" , "are" , "how many" , "many miles" , "how miles" , "how are" , "many are" , "miles are" 
"NUM:count" , "how" , "many" , "flavors" , "of" , "how many" , "many flavors" , "how flavors" , "how of" , "many of" , "flavors of" 
"LOC:other" , "where" , "are" , "the" , "busiest" , "where are" , "are the" , "where the" , "where busiest" , "are busiest" , "the busiest" 
"NUM:count" , "how" , "many" , "freckles" , "does" , "how many" , "many freckles" , "how freckles" , "how does" , "many does" , "freckles does" 
"HUM:ind" , "who" , "was" , "considered" , "to" , "who was" , "was considered" , "who considered" , "who to" , "was to" , "considered to" 
"NUM:dist" , "how" , "tall" , "was" , "the" , "how tall" , "tall was" , "how was" , "how the" , "tall the" , "was the" 
"NUM:other" , "what" , "is" , "the" , "population" , "what is" , "is the" , "what the" , "what population" , "is population" , "the population" 
"LOC:other" , "where" , "was" , "the" , "largest" , "where was" , "was the" , "where the" , "where largest" , "was largest" , "the largest" 
"NUM:money" , "how" , "much" , "did" , "alaska" , "how much" , "much did" , "how did" , "how alaska" , "much alaska" , "did alaska" 
"NUM:count" , "how" , "many" , "events" , "make" , "how many" , "many events" , "how events" , "how make" , "many make" , "events make" 
"LOC:other" , "what" , "were" , "the" , "first" , "what were" , "were the" , "what the" , "what first" , "were first" , "the first" 
"HUM:ind" , "who" , "succeeded" , "nikita" , "khrushchev" , "who succeeded" , "succeeded nikita" , "who nikita" , "who khrushchev" , "succeeded khrushchev" , "nikita khrushchev" 
"HUM:ind" , "who" , "was" , "chosen" , "to" , "who was" , "was chosen" , "who chosen" , "who to" , "was to" , "chosen to" 
"HUM:ind" , "name" , "of" , "the" , "lady" , "name of" , "of the" , "name the" , "name lady" , "of lady" , "the lady" 
"NUM:count" , "how" , "many" , "bails" , "are" , "how many" , "many bails" , "how bails" , "how are" , "many are" , "bails are" 
"LOC:city" , "what" , "city" , "was" , "martin" , "what city" , "city was" , "what was" , "what martin" , "city martin" , "was martin" 
"HUM:ind" , "what" , "celebrity" , "couple" , "when" , "what celebrity" , "celebrity couple" , "what couple" , "what when" , "celebrity when" , "couple when" 
"HUM:ind" , "who" , "said" , "what" , "contemptible" , "who said" , "said what" , "who what" , "who contemptible" , "said contemptible" , "what contemptible" 
"LOC:city" , "what" , "is" , "the" , "capital" , "what is" , "is the" , "what the" , "what capital" , "is capital" , "the capital" 
"NUM:count" , "how" , "many" , "letters" , "appear" , "how many" , "many letters" , "how letters" , "how appear" , "many appear" , "letters appear" 
"LOC:city" , "what" , "were" , "the" , "first" , "what were" , "were the" , "what the" , "what first" , "were first" , "the first" 
"NUM:money" , "what" , "was" , "the" , "minimum" , "what was" , "was the" , "what the" , "what minimum" , "was minimum" , "the minimum" 
"LOC:country" , "what" , "country" , "is" , "the" , "what country" , "country is" , "what is" , "what the" , "country the" , "is the" 
"NUM:date" , "when" , "is" , "the" , "jimmy" , "when is" , "is the" , "when the" , "when jimmy" , "is jimmy" , "the jimmy" 
"LOC:country" , "what" , "european" , "country" , "abandoned" , "what european" , "european country" , "what country" , "what abandoned" , "european abandoned" , "country abandoned" 
"HUM:ind" , "who" , "was" , "the" , "president" , "who was" , "was the" , "who the" , "who president" , "was president" , "the president" 
"NUM:money" , "how" , "much" , "did" , "varian" , "how much" , "much did" , "how did" , "how varian" , "much varian" , "did varian" 
"NUM:count" , "how" , "many" , "people" , "hike" , "how many" , "many people" , "how people" , "how hike" , "many hike" , "people hike" 
"HUM:ind" , "who" , "played" , "maria" , "in" , "who played" , "played maria" , "who maria" , "who in" , "played in" , "maria in" 
"HUM:ind" , "who" , "bestowed" , "great" , "power" , "who bestowed" , "bestowed great" , "who great" , "who power" , "bestowed power" , "great power" 
"LOC:country" , "what" , "nationality" , "is" , "a" , "what nationality" , "nationality is" , "what is" , "what a" , "nationality a" , "is a" 
"HUM:ind" , "what" , "is" , "the" , "most" , "what is" , "is the" , "what the" , "what most" , "is most" , "the most" 
"HUM:ind" , "who" , "was" , "the" , "accused" , "who was" , "was the" , "who the" , "who accused" , "was accused" , "the accused" 
"LOC:other" , "what" , "is" , "the" , "oldest" , "what is" , "is the" , "what the" , "what oldest" , "is oldest" , "the oldest" 
"NUM:count" , "how" , "many" , "people" , "died" , "how many" , "many people" , "how people" , "how died" , "many died" , "people died" 
"NUM:date" , "what" , "is" , "president" , "nixon" , "what is" , "is president" , "what president" , "what nixon" , "is nixon" , "president nixon" 
"NUM:count" , "how" , "many" , "people" , "died" , "how many" , "many people" , "how people" , "how died" , "many died" , "people died" 
"NUM:date" , "what" , "year" , "did" , "montana" , "what year" , "year did" , "what did" , "what montana" , "year montana" , "did montana" 
"NUM:date" , "when" , "was" , "the" , "ussr" , "when was" , "was the" , "when the" , "when ussr" , "was ussr" , "the ussr" 
"LOC:city" , "what" , "japanese" , "city" , "was" , "what japanese" , "japanese city" , "what city" , "what was" , "japanese was" , "city was" 
"HUM:ind" , "who" , "did" , "the" , "seven" , "who did" , "did the" , "who the" , "who seven" , "did seven" , "the seven" 
"HUM:ind" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"LOC:other" , "where" , "is" , "one" , "corpus" , "where is" , "is one" , "where one" , "where corpus" , "is corpus" , "one corpus" 
"HUM:ind" , "who" , "did" , "napolean" , "defeat" , "who did" , "did napolean" , "who napolean" , "who defeat" , "did defeat" , "napolean defeat" 
"HUM:ind" , "what" , "british" , "prime" , "minister" , "what british" , "british prime" , "what prime" , "what minister" , "british minister" , "prime minister" 
"NUM:count" , "how" , "many" , "objects" , "orbit" , "how many" , "many objects" , "how objects" , "how orbit" , "many orbit" , "objects orbit" 
"LOC:city" , "what" , "the" , "oldest" , "capital" , "what the" , "the oldest" , "what oldest" , "what capital" , "the capital" , "oldest capital" 
"LOC:other" , "what" , "is" , "the" , "location" , "what is" , "is the" , "what the" , "what location" , "is location" , "the location" 
"NUM:count" , "how" , "many" , "muscles" , "does" , "how many" , "many muscles" , "how muscles" , "how does" , "many does" , "muscles does" 
"NUM:period" , "how" , "long" , "do" , "you" , "how long" , "long do" , "how do" , "how you" , "long you" , "do you" 
"HUM:ind" , "what" , "was" , "the" , "name" , "what was" , "was the" , "what the" , "what name" , "was name" , "the name" 
"HUM:ind" , "name" , "of" , "heroine" , "in" , "name of" , "of heroine" , "name heroine" , "name in" , "of in" , "heroine in" 
"NUM:volsize" , "how" , "big" , "is" , "the" , "how big" , "big is" , "how is" , "how the" , "big the" , "is the" 
"LOC:country" , "jackson" , "pollock" , "was" , "a" , "jackson pollock" , "pollock was" , "jackson was" , "jackson a" , "pollock a" , "was a" 
"HUM:ind" , "who" , "wrote" , "the" , "godfather" , "who wrote" , "wrote the" , "who the" , "who godfather" , "wrote godfather" , "the godfather" 
"NUM:other" , "what" , "is" , "the" , "frequency" , "what is" , "is the" , "what the" , "what frequency" , "is frequency" , "the frequency" 
"LOC:other" , "what" , "island" , "was" , "the" , "what island" , "island was" , "what was" , "what the" , "island the" , "was the" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"HUM:ind" , "what" , "temperance" , "advocate" , "wielded" , "what temperance" , "temperance advocate" , "what advocate" , "what wielded" , "temperance wielded" , "advocate wielded" 
"NUM:count" , "how" , "many" , "islands" , "does" , "how many" , "many islands" , "how islands" , "how does" , "many does" , "islands does" 
"LOC:country" , "what" , "the" , "most" , "powerful" , "what the" , "the most" , "what most" , "what powerful" , "the powerful" , "most powerful" 
"HUM:ind" , "who" , "led" , "the" , "normans" , "who led" , "led the" , "who the" , "who normans" , "led normans" , "the normans" 
"NUM:perc" , "what" , "percentage" , "of" , "the" , "what percentage" , "percentage of" , "what of" , "what the" , "percentage the" , "of the" 
"HUM:ind" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"HUM:ind" , "who" , "invented" , "the" , "horoscope" , "who invented" , "invented the" , "who the" , "who horoscope" , "invented horoscope" , "the horoscope" 
"HUM:ind" , "what" , "king" , "was" , "forced" , "what king" , "king was" , "what was" , "what forced" , "king forced" , "was forced" 
"NUM:count" , "how" , "many" , "electoral" , "college" , "how many" , "many electoral" , "how electoral" , "how college" , "many college" , "electoral college" 
"HUM:ind" , "what" , "were" , "babe" , "ruth" , "what were" , "were babe" , "what babe" , "what ruth" , "were ruth" , "babe ruth" 
"NUM:count" , "how" , "many" , "bottles" , "of" , "how many" , "many bottles" , "how bottles" , "how of" , "many of" , "bottles of" 
"LOC:other" , "where" , "do" , "lobsters" , "like" , "where do" , "do lobsters" , "where lobsters" , "where like" , "do like" , "lobsters like" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"NUM:date" , "when" , "was" , "the" , "big" , "when was" , "was the" , "when the" , "when big" , "was big" , "the big" 
"HUM:ind" , "who" , "wrote" , "the" , "trilogy" , "who wrote" , "wrote the" , "who the" , "who trilogy" , "wrote trilogy" , "the trilogy" 
"NUM:count" , "how" , "many" , "hours" , "of" , "how many" , "many hours" , "how hours" , "how of" , "many of" , "hours of" 
"HUM:ind" , "what" , "is" , "alice" , "cooper" , "what is" , "is alice" , "what alice" , "what cooper" , "is cooper" , "alice cooper" 
"LOC:city" , "what" , "two" , "cities" , "usually" , "what two" , "two cities" , "what cities" , "what usually" , "two usually" , "cities usually" 
"NUM:count" , "how" , "many" , "times" , "does" , "how many" , "many times" , "how times" , "how does" , "many does" , "times does" 
"HUM:ind" , "name" , "the" , "person" , "who" , "name the" , "the person" , "name person" , "name who" , "the who" , "person who" 
"HUM:ind" , "what" , "killed" , "alexander" , "hamilton" , "what killed" , "killed alexander" , "what alexander" , "what hamilton" , "killed hamilton" , "alexander hamilton" 
"NUM:temp" , "what" , "the" , "fahrenheit" , "equivalent" , "what the" , "the fahrenheit" , "what fahrenheit" , "what equivalent" , "the equivalent" , "fahrenheit equivalent" 
"NUM:count" , "how" , "many" , "muscles" , "does" , "how many" , "many muscles" , "how muscles" , "how does" , "many does" , "muscles does" 
"HUM:ind" , "who" , "wrote" , "much" , "ado" , "who wrote" , "wrote much" , "who much" , "who ado" , "wrote ado" , "much ado" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"HUM:ind" , "what" , "louisiana" , "senator" , "won" , "what louisiana" , "louisiana senator" , "what senator" , "what won" , "louisiana won" , "senator won" 
"HUM:ind" , "who" , "won" , "oscars" , "for" , "who won" , "won oscars" , "who oscars" , "who for" , "won for" , "oscars for" 
"HUM:ind" , "what" , "writer" , "is" , "famous" , "what writer" , "writer is" , "what is" , "what famous" , "writer famous" , "is famous" 
"HUM:ind" , "who" , "the" , "lead" , "singer" , "who the" , "the lead" , "who lead" , "who singer" , "the singer" , "lead singer" 
"HUM:ind" , "in" , "dana" , "two" , "years" , "in dana" , "dana two" , "in two" , "in years" , "dana years" , "two years" 
"HUM:ind" , "who" , "plays" , "the" , "cop" , "who plays" , "plays the" , "who the" , "who cop" , "plays cop" , "the cop" 
"NUM:count" , "how" , "many" , "characters" , "makes" , "how many" , "many characters" , "how characters" , "how makes" , "many makes" , "characters makes" 
"NUM:money" , "what" , "was" , "the" , "annual" , "what was" , "was the" , "what the" , "what annual" , "was annual" , "the annual" 
"HUM:ind" , "who" , "created" , "billy" , "pilgrim" , "who created" , "created billy" , "who billy" , "who pilgrim" , "created pilgrim" , "billy pilgrim" 
"LOC:country" , "what" , "country" , "saw" , "the" , "what country" , "country saw" , "what saw" , "what the" , "country the" , "saw the" 
"HUM:ind" , "who" , "is" , "the" , "richest" , "who is" , "is the" , "who the" , "who richest" , "is richest" , "the richest" 
"LOC:other" , "where" , "can" , "i" , "take" , "where can" , "can i" , "where i" , "where take" , "can take" , "i take" 
"LOC:other" , "what" , "lake" , "in" , "scotland" , "what lake" , "lake in" , "what in" , "what scotland" , "lake scotland" , "in scotland" 
"HUM:ind" , "who" , "were" , "the" , "oscar" , "who were" , "were the" , "who the" , "who oscar" , "were oscar" , "the oscar" 
"HUM:ind" , "who" , "wrote" , "the" , "book" , "who wrote" , "wrote the" , "who the" , "who book" , "wrote book" , "the book" 
"HUM:ind" , "who" , "would" , "you" , "use" , "who would" , "would you" , "who you" , "who use" , "would use" , "you use" 
"LOC:other" , "what" , "famed" , "library" , "can" , "what famed" , "famed library" , "what library" , "what can" , "famed can" , "library can" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"LOC:city" , "what" , "north" , "american" , "city" , "what north" , "north american" , "what american" , "what city" , "north city" , "american city" 
"HUM:ind" , "what" , "radio" , "tv" , "and" , "what radio" , "radio tv" , "what tv" , "what and" , "radio and" , "tv and" 
"LOC:other" , "where" , "is" , "it" , "planned" , "where is" , "is it" , "where it" , "where planned" , "is planned" , "it planned" 
"NUM:period" , "what" , "is" , "maurizio" , "pellegrin" , "what is" , "is maurizio" , "what maurizio" , "what pellegrin" , "is pellegrin" , "maurizio pellegrin" 
"NUM:count" , "how" , "many" , "thousands" , "of" , "how many" , "many thousands" , "how thousands" , "how of" , "many of" , "thousands of" 
"HUM:ind" , "name" , "the" , "senate" , "majority" , "name the" , "the senate" , "name senate" , "name majority" , "the majority" , "senate majority" 
"HUM:ind" , "what" , "female" , "suspect" , "in" , "what female" , "female suspect" , "what suspect" , "what in" , "female in" , "suspect in" 
"NUM:count" , "about" , "how" , "many" , "americans" , "about how" , "how many" , "about many" , "about americans" , "how americans" , "many americans" 
"NUM:other" , "what" , "is" , "the" , "chemical" , "what is" , "is the" , "what the" , "what chemical" , "is chemical" , "the chemical" 
"LOC:other" , "what" , "is" , "the" , "oldest" , "what is" , "is the" , "what the" , "what oldest" , "is oldest" , "the oldest" 
"HUM:ind" , "what" , "member" , "of" , "the" , "what member" , "member of" , "what of" , "what the" , "member the" , "of the" 
"LOC:country" , "what" , "country" , "are" , "you" , "what country" , "country are" , "what are" , "what you" , "country you" , "are you" 
"HUM:ind" , "what" , "ordered" , "the" , "closing" , "what ordered" , "ordered the" , "what the" , "what closing" , "ordered closing" , "the closing" 
"LOC:city" , "what" , "is" , "the" , "capital" , "what is" , "is the" , "what the" , "what capital" , "is capital" , "the capital" 
"LOC:country" , "what" , "is" , "a" , "country" , "what is" , "is a" , "what a" , "what country" , "is country" , "a country" 
"LOC:country" , "what" , "countries" , "earn" , "the" , "what countries" , "countries earn" , "what earn" , "what the" , "countries the" , "earn the" 
"LOC:city" , "which" , "city" , "in" , "china" , "which city" , "city in" , "which in" , "which china" , "city china" , "in china" 
"NUM:date" , "when" , "are" , "the" , "oscars" , "when are" , "are the" , "when the" , "when oscars" , "are oscars" , "the oscars" 
"HUM:ind" , "who" , "was" , "the" , "prophet" , "who was" , "was the" , "who the" , "who prophet" , "was prophet" , "the prophet" 
"HUM:ind" , "what" , "is" , "the" , "most" , "what is" , "is the" , "what the" , "what most" , "is most" , "the most" 
"HUM:ind" , "who" , "was" , "the" , "oldest" , "who was" , "was the" , "who the" , "who oldest" , "was oldest" , "the oldest" 
"NUM:date" , "when" , "was" , "dubai" , "first" , "when was" , "was dubai" , "when dubai" , "when first" , "was first" , "dubai first" 
"HUM:ind" , "who" , "is" , "the" , "prophet" , "who is" , "is the" , "who the" , "who prophet" , "is prophet" , "the prophet" 
"HUM:ind" , "who" , "portrayed" , "maggio" , "in" , "who portrayed" , "portrayed maggio" , "who maggio" , "who in" , "portrayed in" , "maggio in" 
"LOC:other" , "where" , "are" , "zebras" , "most" , "where are" , "are zebras" , "where zebras" , "where most" , "are most" , "zebras most" 
"NUM:perc" , "what" , "are" , "the" , "odds" , "what are" , "are the" , "what the" , "what odds" , "are odds" , "the odds" 
"LOC:other" , "what" , "is" , "the" , "best" , "what is" , "is the" , "what the" , "what best" , "is best" , "the best" 
"HUM:ind" , "name" , "the" , "cartoon" , "genie" , "name the" , "the cartoon" , "name cartoon" , "name genie" , "the genie" , "cartoon genie" 
"NUM:money" , "what" , "is" , "the" , "amount" , "what is" , "is the" , "what the" , "what amount" , "is amount" , "the amount" 
"LOC:other" , "what" , "is" , "the" , "web" , "what is" , "is the" , "what the" , "what web" , "is web" , "the web" 
"NUM:volsize" , "how" , "big" , "is" , "the" , "how big" , "big is" , "how is" , "how the" , "big the" , "is the" 
"NUM:date" , "when" , "did" , "the" , "original" , "when did" , "did the" , "when the" , "when original" , "did original" , "the original" 
"NUM:count" , "how" , "many" , "languages" , "are" , "how many" , "many languages" , "how languages" , "how are" , "many are" , "languages are" 
"HUM:ind" , "who" , "were" , "the" , "only" , "who were" , "were the" , "who the" , "who only" , "were only" , "the only" 
"HUM:ind" , "which" , "member" , "of" , "charlie" , "which member" , "member of" , "which of" , "which charlie" , "member charlie" , "of charlie" 
"LOC:other" , "what" , "river" , "flows" , "past" , "what river" , "river flows" , "what flows" , "what past" , "river past" , "flows past" 
"HUM:ind" , "what" , "comedian" , "was" , "the" , "what comedian" , "comedian was" , "what was" , "what the" , "comedian the" , "was the" 
"LOC:other" , "where" , "do" , "you" , "find" , "where do" , "do you" , "where you" , "where find" , "do find" , "you find" 
"HUM:ind" , "who" , "loved" , "flash" , "gordon" , "who loved" , "loved flash" , "who flash" , "who gordon" , "loved gordon" , "flash gordon" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"NUM:count" , "how" , "many" , "inches" , "over" , "how many" , "many inches" , "how inches" , "how over" , "many over" , "inches over" 
"HUM:ind" , "who" , "the" , "only" , "president" , "who the" , "the only" , "who only" , "who president" , "the president" , "only president" 
"NUM:money" , "how" , "much" , "could" , "you" , "how much" , "much could" , "how could" , "how you" , "much you" , "could you" 
"HUM:ind" , "whose" , "singing" , "voice" , "was" , "whose singing" , "singing voice" , "whose voice" , "whose was" , "singing was" , "voice was" 
"NUM:money" , "what" , "is" , "the" , "mean" , "what is" , "is the" , "what the" , "what mean" , "is mean" , "the mean" 
"LOC:city" , "what" , "north" , "american" , "city" , "what north" , "north american" , "what american" , "what city" , "north city" , "american city" 
"LOC:other" , "what" , "is" , "the" , "largest" , "what is" , "is the" , "what the" , "what largest" , "is largest" , "the largest" 
"LOC:other" , "where" , "did" , "gulliver" , "find" , "where did" , "did gulliver" , "where gulliver" , "where find" , "did find" , "gulliver find" 
"NUM:count" , "how" , "much" , "stronger" , "is" , "how much" , "much stronger" , "how stronger" , "how is" , "much is" , "stronger is" 
"NUM:money" , "how" , "much" , "do" , "tuberculosis" , "how much" , "much do" , "how do" , "how tuberculosis" , "much tuberculosis" , "do tuberculosis" 
"HUM:ind" , "president" , "bush" , "compared" , "saddam" , "president bush" , "bush compared" , "president compared" , "president saddam" , "bush saddam" , "compared saddam" 
"HUM:ind" , "what" , "tv" , "comedian" , "worked" , "what tv" , "tv comedian" , "what comedian" , "what worked" , "tv worked" , "comedian worked" 
"HUM:ind" , "who" , "created" , "the" , "character" , "who created" , "created the" , "who the" , "who character" , "created character" , "the character" 
"LOC:other" , "where" , "did" , "the" , "japanese" , "where did" , "did the" , "where the" , "where japanese" , "did japanese" , "the japanese" 
"NUM:count" , "how" , "many" , "rows" , "of" , "how many" , "many rows" , "how rows" , "how of" , "many of" , "rows of" 
"HUM:ind" , "what" , "british" , "general" , "surrendered" , "what british" , "british general" , "what general" , "what surrendered" , "british surrendered" , "general surrendered" 
"NUM:count" , "what" , "is" , "the" , "world" , "what is" , "is the" , "what the" , "what world" , "is world" , "the world" 
"LOC:city" , "what" , "city" , "would" , "you" , "what city" , "city would" , "what would" , "what you" , "city you" , "would you" 
"HUM:ind" , "what" , "artist" , "studio" , "was" , "what artist" , "artist studio" , "what studio" , "what was" , "artist was" , "studio was" 
"LOC:other" , "what" , "is" , "the" , "name" , "what is" , "is the" , "what the" , "what name" , "is name" , "the name" 
"NUM:count" , "how" , "many" , "words" , "are" , "how many" , "many words" , "how words" , "how are" , "many are" , "words are" 
"LOC:other" , "where" , "is" , "there" , "information" , "where is" , "is there" , "where there" , "where information" , "is information" , "there information" 
"NUM:count" , "how" , "many" , "members" , "of" , "how many" , "many members" , "how members" , "how of" , "many of" , "members of" 
"HUM:ind" , "who" , "wrote" , "the" , "song" , "who wrote" , "wrote the" , "who the" , "who song" , "wrote song" , "the song" 
"NUM:date" , "what" , "is" , "the" , "average" , "what is" , "is the" , "what the" , "what average" , "is average" , "the average" 
"NUM:count" , "how" , "many" , "characters" , "are" , "how many" , "many characters" , "how characters" , "how are" , "many are" , "characters are" 
"HUM:ind" , "who" , "wrote" , "the" , "collector" , "who wrote" , "wrote the" , "who the" , "who collector" , "wrote collector" , "the collector" 
"HUM:ind" , "who" , "was" , "samuel" , "johnsons" , "who was" , "was samuel" , "who samuel" , "who johnsons" , "was johnsons" , "samuel johnsons" 
"HUM:ind" , "what" , "kind" , "of" , "women" , "what kind" , "kind of" , "what of" , "what women" , "kind women" , "of women" 
"NUM:count" , "how" , "many" , "hummingbird" , "eggs" , "how many" , "many hummingbird" , "how hummingbird" , "how eggs" , "many eggs" , "hummingbird eggs" 
"HUM:ind" , "who" , "wrote" , "the" , "bestselling" , "who wrote" , "wrote the" , "who the" , "who bestselling" , "wrote bestselling" , "the bestselling" 
"HUM:ind" , "who" , "played" , "the" , "father" , "who played" , "played the" , "who the" , "who father" , "played father" , "the father" 
"NUM:period" , "what" , "is" , "the" , "gestation" , "what is" , "is the" , "what the" , "what gestation" , "is gestation" , "the gestation" 
"LOC:other" , "where" , "did" , "the" , "name" , "where did" , "did the" , "where the" , "where name" , "did name" , "the name" 
"NUM:period" , "how" , "long" , "does" , "the" , "how long" , "long does" , "how does" , "how the" , "long the" , "does the" 
"LOC:state" , "what" , "states" , "do" , "not" , "what states" , "states do" , "what do" , "what not" , "states not" , "do not" 
"LOC:city" , "what" , "city" , "has" , "the" , "what city" , "city has" , "what has" , "what the" , "city the" , "has the" 
