@relation answerExp5
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"NUM:count" , "how" , "many" , "major" , "nazi" 
"LOC:state" , "what" , "state" , "did" , "helen" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"NUM:date" , "what" , "year" , "is" , "etched" 
"LOC:country" , "what" , "country" , "royal" , "house" 
"HUM:ind" , "who" , "portrayed" , "fields" , "in" 
"NUM:money" , "how" , "much" , "money" , "does" 
"LOC:country" , "what" , "country" , "would" , "you" 
"NUM:date" , "what" , "month" , "third" , "weekend" 
"HUM:ind" , "who" , "built" , "the" , "first" 
"HUM:ind" , "who" , "was" , "hitler" , "minister" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"LOC:city" , "what" , "african" , "capital" , "is" 
"LOC:other" , "what" , "mediterranean" , "island" , "is" 
"LOC:other" , "where" , "can" , "you" , "find" 
"NUM:date" , "when" , "was" , "john" , "rockefeller" 
"LOC:other" , "what" , "building" , "built" , "in" 
"HUM:ind" , "who" , "was" , "the" , "lawyer" 
"HUM:ind" , "who" , "is" , "reputed" , "to" 
"HUM:ind" , "what" , "future" , "soviet" , "dictator" 
"NUM:period" , "how" , "long" , "does" , "james" 
"LOC:city" , "what" , "city" , "skyline" , "boasts" 
"LOC:other" , "where" , "is" , "belize" , "located" 
"HUM:ind" , "who" , "sued" , "the" , "dannon" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "wrote" , "brave" , "new" 
"LOC:state" , "what" , "state" , "does" , "charles" 
"NUM:count" , "how" , "many" , "people" , "are" 
"HUM:ind" , "who" , "wrote" , "unsafe" , "at" 
"NUM:count" , "how" , "many" , "islands" , "make" 
"LOC:state" , "what" , "state" , "boasts" , "stone" 
"HUM:ind" , "what" , "british" , "commander" , "surrendered" 
"HUM:ind" , "who" , "created" , "the" , "world" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "who" , "were" , "leaders" , "of" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"LOC:country" , "what" , "southeast" , "asian" , "country" 
"LOC:city" , "what" , "italian" , "city" , "of" 
"NUM:count" , "how" , "many" , "states" , "have" 
"LOC:city" , "what" , "is" , "the" , "name" 
"NUM:perc" , "what" , "ratio" , "of" , "children" 
"NUM:count" , "how" , "many" , "cities" , "are" 
"NUM:count" , "how" , "many" , "visitors" , "go" 
"NUM:other" , "what" , "is" , "the" , "population" 
"LOC:other" , "what" , "is" , "the" , "best" 
"NUM:date" , "what" , "century" , "did" , "art" 
"NUM:count" , "how" , "many" , "spaces" , "follow" 
"NUM:date" , "in" , "what" , "year" , "was" 
"NUM:weight" , "what" , "is" , "the" , "weight" 
"NUM:weight" , "what" , "is" , "the" , "approximate" 
"LOC:other" , "on" , "what" , "avenue" , "is" 
"LOC:other" , "where" , "does" , "the" , "song" 
"LOC:other" , "where" , "was" , "the" , "first" 
"NUM:dist" , "how" , "far" , "is" , "yaroslavl" 
"HUM:ind" , "what" , "is" , "the" , "present" 
"HUM:ind" , "who" , "is" , "the" , "nebbish" 
"NUM:count" , "how" , "many" , "bytes" , "are" 
"HUM:ind" , "who" , "sang" , "the" , "song" 
"NUM:weight" , "approximately" , "how" , "much" , "does" 
"LOC:country" , "what" , "country" , "flag" , "is" 
"HUM:ind" , "who" , "was" , "the" , "columbia" 
"HUM:ind" , "name" , "dondi" , "adoptive" , "grandfather" 
"NUM:date" , "when" , "was" , "the" , "congress" 
"NUM:count" , "how" , "much" , "folic" , "acid" 
"NUM:date" , "what" , "year" , "was" , "the" 
"NUM:count" , "how" , "many" , "colonies" , "did" 
"NUM:count" , "how" , "many" , "states" , "have" 
"HUM:ind" , "whose" , "biography" , "by" , "maurice" 
"HUM:ind" , "in" , "the" , "movie" , "groundshog" 
"NUM:period" , "how" , "old" , "is" , "benny" 
"LOC:other" , "where" , "can" , "i" , "read" 
"LOC:country" , "what" , "country" , "borders" , "the" 
"LOC:other" , "what" , "river" , "runs" , "through" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "what" , "doctor" , "is" , "synonymous" 
"NUM:other" , "what" , "are" , "the" , "shoe" 
"HUM:ind" , "who" , "founded" , "the" , "unification" 
"NUM:count" , "how" , "many" , "zeros" , "are" 
"NUM:other" , "what" , "are" , "the" , "statistics" 
"HUM:ind" , "what" , "american" , "general" , "dragged" 
"NUM:other" , "what" , "the" , "score" , "of" 
"LOC:other" , "where" , "does" , "tuberculosis" , "come" 
"HUM:ind" , "who" , "invented" , "the" , "lawnmower" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "senator" , "once" , "played" 
"HUM:ind" , "what" , "is" , "li" , "l" 
"NUM:count" , "how" , "many" , "liberty" , "bells" 
"LOC:country" , "what" , "two" , "countries" , "are" 
"LOC:country" , "jackson" , "pollock" , "is" , "of" 
"HUM:ind" , "what" , "architect" , "originated" , "the" 
"NUM:count" , "how" , "many" , "russians" , "have" 
"NUM:date" , "when" , "was" , "franklin" , "roosevelt" 
"LOC:other" , "where" , "on" , "the" , "internet" 
"LOC:country" , "what" , "was" , "the" , "first" 
"HUM:ind" , "who" , "shared" , "a" , "new" 
"LOC:other" , "what" , "prison" , "is" , "found" 
"LOC:country" , "what" , "country" , "has" , "declared" 
"HUM:ind" , "who" , "is" , "the" , "director" 
"HUM:ind" , "what" , "hall" , "of" , "fame" 
"LOC:other" , "what" , "is" , "the" , "longest" 
"LOC:other" , "what" , "river" , "is" , "windsor" 
"LOC:other" , "where" , "is" , "natchitoches" , "louisiana" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"NUM:money" , "what" , "is" , "the" , "starting" 
"HUM:ind" , "what" , "was" , "the" , "man" 
"NUM:money" , "what" , "will" , "the" , "california" 
"LOC:city" , "what" , "city" , "is" , "served" 
"HUM:ind" , "who" , "directed" , "the" , "first" 
"HUM:ind" , "what" , "two" , "historical" , "figures" 
"LOC:other" , "where" , "in" , "the" , "united" 
"LOC:country" , "what" , "country" , "in" , "had" 
"NUM:money" , "what" , "is" , "the" , "price" 
"NUM:money" , "what" , "was" , "the" , "first" 
"NUM:count" , "how" , "many" , "people" , "lived" 
"NUM:date" , "what" , "year" , "was" , "janet" 
"HUM:ind" , "name" , "of" , "heroine" , "in" 
"NUM:count" , "how" , "many" , "movies" , "has" 
"HUM:ind" , "what" , "tv" , "character" , "sired" 
"LOC:other" , "what" , "is" , "the" , "name" 
"HUM:ind" , "what" , "baseball" , "player" , "was" 
"HUM:ind" , "who" , "killed" , "lee" , "harvey" 
"HUM:ind" , "who" , "invented" , "the" , "fax" 
"NUM:dist" , "how" , "wide" , "is" , "the" 
"HUM:ind" , "who" , "wrote" , "the" , "poem" 
"HUM:ind" , "what" , "singer" , "theme" , "song" 
"NUM:count" , "how" , "many" , "meters" , "are" 
"NUM:count" , "about" , "how" , "many" , "soldiers" 
"HUM:ind" , "who" , "is" , "rocky" , "and" 
"HUM:ind" , "who" , "thought" , "he" , "never" 
"HUM:ind" , "who" , "created" , "the" , "muppets" 
"LOC:other" , "what" , "celestial" , "body" , "has" 
"HUM:ind" , "name" , "one" , "of" , "the" 
"LOC:country" , "what" , "country" , "borders" , "denmark" 
"HUM:ind" , "what" , "two" , "us" , "biochemists" 
"LOC:other" , "where" , "do" , "you" , "find" 
"NUM:count" , "how" , "many" , "neurons" , "are" 
"LOC:city" , "what" , "city" , "is" , "kdge" 
"LOC:city" , "what" , "city" , "was" , "bobby" 
"LOC:other" , "what" , "london" , "museum" , "features" 
"LOC:city" , "what" , "city" , "is" , "served" 
"NUM:count" , "how" , "many" , "lakes" , "are" 
"HUM:ind" , "who" , "else" , "was" , "considered" 
"NUM:period" , "how" , "long" , "does" , "a" 
"NUM:weight" , "how" , "many" , "pounds" , "are" 
"NUM:other" , "what" , "amount" , "of" , "folic" 
"HUM:ind" , "who" , "was" , "the" , "king" 
"NUM:count" , "how" , "many" , "miles" , "is" 
"NUM:count" , "how" , "many" , "chairs" , "are" 
"LOC:state" , "what" , "state" , "on" , "the" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "is" , "the" , "leader" 
"HUM:ind" , "who" , "is" , "the" , "prophet" 
"NUM:perc" , "what" , "are" , "the" , "chances" 
"LOC:other" , "where" , "is" , "the" , "keck" 
"LOC:other" , "where" , "are" , "the" , "apartments" 
"HUM:ind" , "who" , "wrote" , "the" , "pit" 
"LOC:country" , "what" , "country" , "did" , "the" 
"LOC:other" , "what" , "are" , "some" , "good" 
"HUM:ind" , "who" , "is" , "the" , "incredible" 
"NUM:date" , "what" , "month" , "did" , "the" 
"HUM:ind" , "who" , "are" , "the" , "presidents" 
"HUM:ind" , "who" , "played" , "al" , "jolson" 
"LOC:other" , "where" , "were" , "the" , "summer" 
"LOC:other" , "where" , "is" , "los" , "vegas" 
"LOC:country" , "name" , "the" , "country" , "which" 
"LOC:state" , "what" , "state" , "are" , "the" 
"LOC:city" , "what" , "are" , "the" , "ten" 
"HUM:ind" , "what" , "tv" , "detective" , "did" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:state" , "what" , "state" , "does" , "the" 
"HUM:ind" , "in" , "the" , "past" , "years" 
"HUM:ind" , "who" , "played" , "emperor" , "palpatine" 
"LOC:other" , "what" , "the" , "name" , "of" 
"LOC:other" , "where" , "is" , "the" , "statistical" 
"NUM:date" , "when" , "was" , "the" , "brandenburg" 
"HUM:ind" , "whose" , "husbands" , "have" , "included" 
"HUM:ind" , "who" , "is" , "king" , "in" 
"NUM:count" , "how" , "much" , "of" , "the" 
"NUM:perc" , "what" , "percentage" , "of" , "the" 
"NUM:date" , "what" , "date" , "is" , "boxing" 
"NUM:count" , "how" , "many" , "inches" , "tall" 
"NUM:count" , "how" , "many" , "stradivarius" , "violins" 
"HUM:ind" , "who" , "invented" , "the" , "stock" 
"LOC:other" , "what" , "was" , "einstein" , "birthplace" 
"NUM:date" , "what" , "century" , "the" , "setting" 
"HUM:ind" , "who" , "wrote" , "the" , "bible" 
"NUM:money" , "what" , "debts" , "did" , "qintex" 
"HUM:ind" , "which" , "president" , "is" , "buried" 
"LOC:other" , "where" , "are" , "the" , "austerlitz" 
"LOC:other" , "where" , "did" , "ty" , "cobb" 
"NUM:money" , "what" , "is" , "the" , "income" 
"NUM:count" , "how" , "many" , "types" , "of" 
"NUM:count" , "how" , "many" , "eyes" , "does" 
"NUM:count" , "how" , "many" , "websites" , "are" 
"NUM:count" , "how" , "many" , "points" , "is" 
"LOC:other" , "what" , "general" , "direction" , "does" 
"HUM:ind" , "the" , "lawyer" , "who" , "represented" 
"LOC:mount" , "what" , "is" , "new" , "england" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:date" , "what" , "year" , "did" , "the" 
"NUM:count" , "how" , "many" , "verses" , "are" 
"HUM:ind" , "what" , "robust" , "president" , "imported" 
"LOC:country" , "in" , "what" , "nation" , "is" 
"LOC:country" , "name" , "a" , "country" , "that" 
"NUM:code" , "what" , "seven" , "digits" , "follow" 
"HUM:ind" , "what" , "was" , "the" , "player" 
"LOC:other" , "where" , "is" , "the" , "largest" 
"HUM:ind" , "who" , "held" , "the" , "endurance" 
"NUM:perc" , "independent" , "silversmith" , "account" , "for" 
"LOC:other" , "in" , "what" , "part" , "of" 
"HUM:ind" , "who" , "are" , "woody" , "woodpecker" 
"HUM:ind" , "who" , "created" , "maudie" , "frickett" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:money" , "what" , "is" , "the" , "salary" 
"LOC:other" , "what" , "waterways" , "is" , "miles" 
"HUM:ind" , "who" , "liberated" , "century" , "sicily" 
"LOC:other" , "on" , "what" , "river" , "is" 
"NUM:count" , "what" , "the" , "maximum" , "length" 
"LOC:country" , "what" , "country" , "is" , "located" 
"LOC:other" , "where" , "are" , "the" , "busiest" 
"NUM:count" , "what" , "is" , "the" , "pig" 
"LOC:city" , "what" , "city" , "does" , "mccarren" 
"NUM:count" , "what" , "is" , "the" , "most" 
"HUM:ind" , "what" , "actor" , "has" , "a" 
"NUM:count" , "how" , "many" , "dollars" , "a" 
"HUM:ind" , "who" , "appointed" , "the" , "chair" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "what" , "are" , "the" , "two" 
"HUM:ind" , "what" , "english" , "queen" , "had" 
"LOC:other" , "what" , "river" , "runs" , "through" 
"NUM:date" , "when" , "did" , "mount" , "helens" 
"NUM:date" , "when" , "was" , "child" , "labor" 
"NUM:count" , "how" , "many" , "permutations" , "can" 
"NUM:date" , "what" , "time" , "of" , "year" 
"LOC:other" , "what" , "the" , "longest" , "river" 
"HUM:ind" , "what" , "tennis" , "player" , "has" 
"HUM:ind" , "what" , "abstract" , "painter" , "was" 
"NUM:count" , "how" , "many" , "furlongs" , "are" 
"NUM:count" , "how" , "many" , "millimeters" , "are" 
"NUM:volsize" , "how" , "big" , "is" , "a" 
"NUM:count" , "what" , "was" , "the" , "great" 
"LOC:mount" , "what" , "mountain" , "range" , "marks" 
"HUM:ind" , "who" , "founded" , "the" , "modern" 
"NUM:count" , "how" , "many" , "people" , "did" 
"HUM:ind" , "who" , "the" , "king" , "of" 
"HUM:ind" , "what" , "bestselling" , "modern" , "poet" 
"HUM:ind" , "what" , "south" , "vietnamese" , "president" 
"NUM:period" , "how" , "old" , "is" , "too" 
"NUM:date" , "when" , "was" , "the" , "hoover" 
"NUM:count" , "how" , "many" , "tenths" , "of" 
"NUM:perc" , "what" , "is" , "the" , "pennsylvania" 
"HUM:ind" , "who" , "won" , "the" , "california" 
"HUM:ind" , "who" , "spoke" , "the" , "only" 
"HUM:ind" , "what" , "was" , "thatcher" , "first" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:period" , "what" , "is" , "the" , "life" 
"HUM:ind" , "who" , "is" , "malaysia" , "prime" 
"HUM:ind" , "who" , "founded" , "the" , "first" 
"NUM:money" , "what" , "is" , "the" , "fare" 
"HUM:ind" , "who" , "said" , "give" , "me" 
"LOC:other" , "what" , "is" , "the" , "location" 
"NUM:money" , "by" , "how" , "much" , "will" 
"HUM:ind" , "name" , "of" , "the" , "powerful" 
"NUM:dist" , "how" , "long" , "is" , "the" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"NUM:money" , "what" , "was" , "joe" , "namath" 
"LOC:other" , "where" , "is" , "rider" , "college" 
"LOC:other" , "where" , "was" , "chop" , "suey" 
"LOC:other" , "where" , "does" , "dew" , "come" 
"NUM:period" , "how" , "old" , "was" , "lucille" 
"LOC:other" , "what" , "landmark" , "italian" , "restaurant" 
"NUM:count" , "how" , "many" , "points" , "is" 
"LOC:other" , "what" , "are" , "some" , "mythology" 
"LOC:country" , "what" , "nationality" , "is" , "ileana" 
"NUM:other" , "what" , "is" , "the" , "population" 
"HUM:ind" , "who" , "invented" , "the" , "opener" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "whose" , "acceptance" , "speech" , "of" 
"NUM:count" , "how" , "much" , "coca" , "cola" 
"LOC:other" , "where" , "did" , "the" , "world" 
"LOC:other" , "what" , "island" , "group" , "is" 
"HUM:ind" , "who" , "declared" , "i" , "think" 
"NUM:count" , "how" , "many" , "companies" , "are" 
"LOC:country" , "what" , "the" , "only" , "east" 
"NUM:date" , "what" , "is" , "judy" , "garland" 
"HUM:ind" , "which" , "former" , "ku" , "klux" 
"NUM:dist" , "what" , "is" , "the" , "length" 
"LOC:country" , "what" , "country" , "has" , "the" 
"HUM:ind" , "who" , "was" , "the" , "actor" 
"LOC:city" , "what" , "city" , "does" , "orly" 
"LOC:other" , "where" , "did" , "woodstock" , "take" 
"NUM:period" , "what" , "is" , "the" , "average" 
"LOC:country" , "what" , "are" , "the" , "top" 
"HUM:ind" , "what" , "new" , "orleans" , "claimed" 
"LOC:other" , "where" , "can" , "one" , "find" 
"NUM:count" , "how" , "much" , "caffeine" , "is" 
"HUM:ind" , "what" , "was" , "the" , "real" 
"NUM:volsize" , "how" , "big" , "is" , "australia" 
"LOC:country" , "what" , "countries" , "have" , "the" 
"HUM:ind" , "who" , "makes" , "chicken" , "finger" 
"HUM:ind" , "what" , "director" , "portrayed" , "the" 
"HUM:ind" , "what" , "are" , "the" , "names" 
"HUM:ind" , "who" , "accompanied" , "space" , "ghost" 
"HUM:ind" , "what" , "world" , "war" , "ii" 
"HUM:ind" , "who" , "was" , "israel" , "first" 
"LOC:country" , "what" , "country" , "boasts" , "ismail" 
"LOC:other" , "where" , "could" , "i" , "go" 
"LOC:other" , "where" , "is" , "the" , "virtual" 
"NUM:other" , "how" , "loud" , "is" , "thunder" 
"HUM:ind" , "what" , "california" , "governor" , "said" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "is" , "the" , "author" 
"NUM:money" , "how" , "much" , "would" , "a" 
"NUM:perc" , "what" , "is" , "the" , "probability" 
"LOC:other" , "where" , "is" , "the" , "bridge" 
"NUM:count" , "how" , "many" , "people" , "did" 
"NUM:count" , "how" , "many" , "elephants" , "are" 
"HUM:ind" , "who" , "did" , "doris" , "day" 
"NUM:date" , "when" , "was" , "the" , "first" 
"LOC:country" , "what" , "scandinavian" , "country" , "covers" 
"NUM:period" , "how" , "long" , "would" , "it" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:city" , "what" , "city" , "boasts" , "the" 
"HUM:ind" , "who" , "is" , "the" , "owner" 
"NUM:period" , "how" , "long" , "was" , "the" 
"LOC:country" , "what" , "country" , "lies" , "directly" 
"LOC:other" , "where" , "did" , "surfing" , "originate" 
"LOC:mount" , "what" , "is" , "the" , "tallest" 
"NUM:count" , "what" , "the" , "maximum" , "number" 
"NUM:count" , "how" , "many" , "different" , "countries" 
"NUM:count" , "how" , "many" , "continents" , "are" 
"HUM:ind" , "what" , "knighted" , "actor" , "narrates" 
"HUM:ind" , "what" , "football" , "coach" , "story" 
"NUM:date" , "when" , "did" , "the" , "chernobyl" 
"LOC:other" , "where" , "did" , "the" , "maya" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"LOC:state" , "kosovo" , "is" , "a" , "province" 
"LOC:state" , "what" , "new" , "england" , "state" 
"NUM:date" , "hitler" , "came" , "to" , "power" 
"LOC:other" , "where" , "are" , "the" , "haversian" 
"NUM:count" , "how" , "many" , "people" , "die" 
"HUM:ind" , "who" , "with" , "julie" , "andrews" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "is" , "the" , "horsepower" 
"NUM:date" , "when" , "was" , "general" , "manuel" 
"NUM:count" , "how" , "many" , "years" , "of" 
"LOC:other" , "where" , "is" , "the" , "kentucky" 
"HUM:ind" , "what" , "argentine" , "boxer" , "was" 
"LOC:country" , "what" , "country" , "boasts" , "the" 
"HUM:ind" , "what" , "is" , "jimmy" , "olsen" 
"NUM:count" , "how" , "many" , "people" , "have" 
"NUM:count" , "how" , "many" , "days" , "does" 
"HUM:ind" , "what" , "famous" , "new" , "york" 
"LOC:city" , "what" , "russian" , "city" , "used" 
"NUM:count" , "how" , "many" , "votes" , "in" 
"HUM:ind" , "who" , "is" , "pia" , "zadora" 
"HUM:ind" , "what" , "president" , "was" , "the" 
"HUM:ind" , "what" , "designed" , "the" , "present" 
"HUM:ind" , "what" , "feminist" , "wrote" , "sexual" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "was" , "the" , "last" 
"NUM:count" , "how" , "many" , "school" , "districts" 
"NUM:period" , "how" , "long" , "did" , "the" 
"NUM:count" , "how" , "much" , "iron" , "is" 
"NUM:date" , "when" , "did" , "thatcher" , "become" 
"LOC:other" , "what" , "are" , "some" , "good" 
"LOC:country" , "what" , "country" , "imposed" , "the" 
"NUM:money" , "how" , "much" , "do" , "drugs" 
"LOC:other" , "what" , "kind" , "of" , "habitat" 
"NUM:count" , "how" , "many" , "logarithmic" , "scales" 
"LOC:other" , "where" , "is" , "webster" , "university" 
"NUM:temp" , "how" , "hot" , "should" , "the" 
"NUM:period" , "how" , "old" , "is" , "britney" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:country" , "what" , "country" , "capital" , "was" 
"LOC:city" , "what" , "town" , "was" , "the" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "people" , "die" 
"NUM:dist" , "how" , "high" , "is" , "the" 
"HUM:ind" , "who" , "was" , "international" , "olympic" 
"NUM:date" , "when" , "was" , "florida" , "admitted" 
"NUM:count" , "how" , "many" , "times" , "a" 
"LOC:other" , "where" , "can" , "i" , "read" 
"NUM:money" , "what" , "will" , "the" , "increase" 
"NUM:dist" , "how" , "far" , "is" , "the" 
"HUM:ind" , "what" , "appointments" , "secretary" , "to" 
"HUM:ind" , "who" , "released" , "the" , "internet" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "what" , "basketball" , "player" , "is" 
"NUM:volsize" , "how" , "big" , "is" , "a" 
"NUM:count" , "how" , "many" , "american" , "soldiers" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "cables" , "support" 
"NUM:money" , "how" , "much" , "did" , "manchester" 
"LOC:other" , "what" , "was" , "the" , "birthplace" 
"HUM:ind" , "what" , "american" , "sergeant" , "lost" 
"HUM:ind" , "who" , "invented" , "the" , "fountain" 
"LOC:other" , "what" , "room" , "did" , "fields" 
"HUM:ind" , "what" , "batman" , "character" , "tools" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "was" , "sherlock" , "holmes" 
"LOC:other" , "where" , "is" , "global" , "schoolhouse" 
"NUM:count" , "how" , "many" , "years" , "of" 
"LOC:other" , "what" , "volcano" , "showers" , "ash" 
"LOC:other" , "where" , "are" , "the" , "headquarters" 
"NUM:date" , "when" , "did" , "mount" , "helen" 
"HUM:ind" , "what" , "the" , "name" , "of" 
"HUM:ind" , "which" , "member" , "of" , "the" 
"HUM:ind" , "what" , "doctor" , "claimed" , "in" 
"NUM:period" , "how" , "long" , "has" , "cool" 
"NUM:weight" , "how" , "much" , "did" , "a" 
"HUM:ind" , "what" , "comedian" , "created" , "a" 
"NUM:dist" , "how" , "tall" , "is" , "prince" 
"NUM:weight" , "what" , "is" , "the" , "weight" 
"LOC:city" , "what" , "is" , "the" , "capital" 
"NUM:dist" , "how" , "long" , "is" , "the" 
"NUM:dist" , "how" , "tall" , "is" , "the" 
"LOC:other" , "what" , "are" , "the" , "largest" 
"LOC:state" , "what" , "is" , "the" , "richest" 
"HUM:ind" , "who" , "is" , "the" , "prime" 
"HUM:ind" , "what" , "actress" , "starred" , "in" 
"HUM:ind" , "who" , "won" , "the" , "rugby" 
"NUM:count" , "how" , "many" , "times" , "was" 
"NUM:count" , "how" , "many" , "pins" , "are" 
"LOC:other" , "what" , "california" , "bridge" , "was" 
"HUM:ind" , "who" , "is" , "the" , "famous" 
"HUM:ind" , "which" , "german" , "president" , "was" 
"NUM:count" , "how" , "many" , "people" , "have" 
"LOC:city" , "what" , "was" , "the" , "largest" 
"LOC:other" , "where" , "is" , "the" , "thomas" 
"NUM:money" , "what" , "was" , "the" , "first" 
"LOC:mount" , "what" , "is" , "the" , "name" 
"LOC:mount" , "what" , "mountain" , "range" , "extends" 
"NUM:count" , "how" , "many" , "types" , "of" 
"HUM:ind" , "what" , "famous" , "coach" , "said" 
"HUM:ind" , "what" , "onetime" , "member" , "of" 
"NUM:count" , "how" , "many" , "claws" , "has" 
"HUM:ind" , "who" , "was" , "darth" , "vader" 
"HUM:ind" , "who" , "invented" , "the" , "process" 
"LOC:city" , "what" , "is" , "the" , "largest" 
"NUM:other" , "what" , "is" , "the" , "population" 
"HUM:ind" , "what" , "actor" , "and" , "actress" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "when" , "did" , "the" , "american" 
"LOC:country" , "what" , "country" , "is" , "the" 
"NUM:period" , "how" , "long" , "does" , "it" 
"HUM:ind" , "who" , "protects" , "dc" , "comics" 
"NUM:date" , "when" , "did" , "the" , "vesuvius" 
"NUM:date" , "when" , "did" , "the" , "supercontinent" 
"HUM:ind" , "who" , "created" , "harry" , "lime" 
"HUM:ind" , "who" , "was" , "president" , "cleveland" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"NUM:weight" , "what" , "do" , "englishmen" , "weigh" 
"NUM:volsize" , "how" , "big" , "is" , "the" 
"HUM:ind" , "who" , "invented" , "the" , "moog" 
"HUM:ind" , "who" , "makes" , "the" , "die" 
"NUM:period" , "how" , "long" , "does" , "it" 
"LOC:state" , "what" , "state" , "is" , "the" 
"NUM:money" , "what" , "is" , "the" , "starting" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"LOC:other" , "where" , "is" , "the" , "official" 
"HUM:ind" , "whose" , "old" , "london" , "was" 
"HUM:ind" , "who" , "wrote" , "the" , "lyrics" 
"NUM:ord" , "what" , "chapter" , "of" , "gone" 
"NUM:count" , "how" , "many" , "american" , "actors" 
"NUM:date" , "when" , "did" , "lucelly" , "garcia" 
"NUM:period" , "how" , "long" , "was" , "the" 
"LOC:other" , "what" , "is" , "the" , "seafaring" 
"HUM:ind" , "what" , "two" , "new" , "york" 
"NUM:date" , "when" , "did" , "nixon" , "visit" 
"NUM:date" , "what" , "the" , "third" , "month" 
"LOC:country" , "what" , "country" , "owns" , "corsica" 
"NUM:count" , "how" , "many" , "queen" , "bees" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:ord" , "what" , "chapter" , "of" , "the" 
"LOC:other" , "what" , "ocean" , "did" , "the" 
"NUM:date" , "in" , "what" , "year" , "was" 
"HUM:ind" , "name" , "one" , "of" , "king" 
"LOC:state" , "what" , "southwestern" , "state" , "is" 
"LOC:country" , "what" , "country" , "did" , "the" 
"LOC:other" , "what" , "famed" , "river" , "was" 
"NUM:date" , "when" , "was" , "christ" , "born" 
"LOC:other" , "where" , "do" , "quality" , "drinks" 
"HUM:ind" , "who" , "is" , "the" , "french" 
"LOC:country" , "what" , "country" , "surrounds" , "san" 
"HUM:ind" , "who" , "killed" , "martin" , "luther" 
"HUM:ind" , "who" , "owns" , "the" , "rights" 
"NUM:date" , "what" , "season" , "does" , "a" 
"LOC:other" , "what" , "direction" , "do" , "the" 
"NUM:dist" , "what" , "is" , "the" , "world" 
"HUM:ind" , "what" , "democratic" , "prankster" , "waved" 
"LOC:other" , "what" , "california" , "bay" , "largest" 
"HUM:ind" , "what" , "former" , "african" , "leader" 
"LOC:other" , "what" , "california" , "bridge" , "was" 
"NUM:money" , "how" , "much" , "does" , "one" 
"HUM:ind" , "what" , "american" , "poet" , "wrote" 
"LOC:other" , "where" , "is" , "the" , "oldest" 
"HUM:ind" , "who" , "stopped" , "making" , "diary" 
"HUM:ind" , "what" , "journalist" , "can" , "be" 
"NUM:count" , "how" , "many" , "sides" , "does" 
"HUM:ind" , "what" , "woman" , "pitcher" , "has" 
"NUM:date" , "in" , "what" , "year" , "was" 
"NUM:count" , "how" , "many" , "languages" , "does" 
"LOC:other" , "what" , "bay" , "divides" , "maryland" 
"HUM:ind" , "what" , "is" , "the" , "real" 
"HUM:ind" , "what" , "frenchman" , "claimed" , "the" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "discovered" , "imaginary" , "numbers" 
"HUM:ind" , "who" , "does" , "the" , "voices" 
"NUM:count" , "how" , "many" , "feet" , "high" 
"NUM:count" , "how" , "many" , "calories" , "are" 
"HUM:ind" , "who" , "is" , "the" , "richest" 
"NUM:other" , "what" , "is" , "the" , "chemical" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "what" , "georgia" , "town" , "did" 
