@relation answerExp8
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "name" , "one" , "of" , "name one" , "one of" , "name of" 
"LOC:state" , "what" , "southwestern" , "state" , "what southwestern" , "southwestern state" , "what state" 
"LOC:country" , "what" , "country" , "do" , "what country" , "country do" , "what do" 
"LOC:other" , "what" , "famed" , "river" , "what famed" , "famed river" , "what river" 
"NUM:date" , "when" , "be" , "christ" , "when be" , "be christ" , "when christ" 
"LOC:other" , "where" , "do" , "quality" , "where do" , "do quality" , "where quality" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:country" , "what" , "country" , "surround" , "what country" , "country surround" , "what surround" 
"HUM:ind" , "who" , "kill" , "martin" , "who kill" , "kill martin" , "who martin" 
"HUM:ind" , "who" , "own" , "the" , "who own" , "own the" , "who the" 
"HUM:ind" , "who" , "invent" , "astroturf" , "who invent" , "invent astroturf" , "who astroturf" 
"NUM:date" , "what" , "season" , "do" , "what season" , "season do" , "what do" 
"LOC:other" , "what" , "direction" , "do" , "what direction" , "direction do" , "what do" 
"NUM:dist" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "democratic" , "prankster" , "what democratic" , "democratic prankster" , "what prankster" 
"LOC:other" , "what" , "california" , "bay" , "what california" , "california bay" , "what bay" 
"HUM:ind" , "what" , "former" , "african" , "what former" , "former african" , "what african" 
"LOC:other" , "what" , "california" , "bridge" , "what california" , "california bridge" , "what bridge" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"HUM:ind" , "what" , "american" , "poet" , "what american" , "american poet" , "what poet" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "who" , "stop" , "make" , "who stop" , "stop make" , "who make" 
"HUM:ind" , "what" , "journalist" , "can" , "what journalist" , "journalist can" , "what can" 
"NUM:count" , "how" , "many" , "side" , "how many" , "many side" , "how side" 
"HUM:ind" , "what" , "woman" , "pitcher" , "what woman" , "woman pitcher" , "what pitcher" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"NUM:count" , "how" , "many" , "language" , "how many" , "many language" , "how language" 
"LOC:other" , "what" , "bay" , "divides" , "what bay" , "bay divides" , "what divides" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "frenchman" , "claim" , "what frenchman" , "frenchman claim" , "what claim" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "discover" , "imaginary" , "who discover" , "discover imaginary" , "who imaginary" 
"HUM:ind" , "who" , "do" , "the" , "who do" , "do the" , "who the" 
"NUM:count" , "how" , "many" , "foot" , "how many" , "many foot" , "how foot" 
"NUM:count" , "how" , "many" , "calorie" , "how many" , "many calorie" , "how calorie" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:city" , "what" , "georgia" , "town" , "what georgia" , "georgia town" , "what town" 
"NUM:count" , "how" , "many" , "country" , "how many" , "many country" , "how country" 
"NUM:code" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"NUM:count" , "how" , "many" , "eye" , "how many" , "many eye" , "how eye" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "where" , "do" , "dikembe" , "where do" , "do dikembe" , "where dikembe" 
"HUM:ind" , "what" , "author" , "be" , "what author" , "author be" , "what be" 
"LOC:other" , "what" , "body" , "of" , "what body" , "body of" , "what of" 
"HUM:ind" , "who" , "be" , "westview" , "who be" , "be westview" , "who westview" 
"LOC:other" , "what" , "be" , "mark" , "what be" , "be mark" , "what mark" 
"NUM:count" , "how" , "many" , "maid" , "how many" , "many maid" , "how maid" 
"LOC:city" , "the" , "kentucky" , "horse" , "the kentucky" , "kentucky horse" , "the horse" 
"NUM:date" , "what" , "geological" , "time" , "what geological" , "geological time" , "what time" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "where" , "be" , "microsoft" , "where be" , "be microsoft" , "where microsoft" 
"NUM:date" , "when" , "be" , "china" , "when be" , "be china" , "when china" 
"HUM:ind" , "what" , "singer" , "hit" , "what singer" , "singer hit" , "what hit" 
"NUM:money" , "how" , "much" , "can" , "how much" , "much can" , "how can" 
"LOC:other" , "what" , "asian" , "gulf" , "what asian" , "asian gulf" , "what gulf" 
"HUM:ind" , "what" , "be" , "mao" , "what be" , "be mao" , "what mao" 
"NUM:date" , "when" , "be" , "dick" , "when be" , "be dick" , "when dick" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "character" , "narrate" , "what character" , "character narrate" , "what narrate" 
"HUM:ind" , "who" , "star" , "with" , "who star" , "star with" , "who with" 
"NUM:code" , "what" , "seven" , "digit" , "what seven" , "seven digit" , "what digit" 
"HUM:ind" , "what" , "character" , "be" , "what character" , "character be" , "what be" 
"HUM:ind" , "whom" , "do" , "uncle" , "whom do" , "do uncle" , "whom uncle" 
"HUM:ind" , "when" , "call" , "upon" , "when call" , "call upon" , "when upon" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "what" , "relative" , "of" , "what relative" , "relative of" , "what of" 
"NUM:count" , "how" , "many" , "card" , "how many" , "many card" , "how card" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"HUM:ind" , "who" , "win" , "two" , "who win" , "win two" , "who two" 
"NUM:date" , "what" , "year" , "be" , "what year" , "year be" , "what be" 
"NUM:ord" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:mount" , "name" , "the" , "high" , "name the" , "the high" , "name high" 
"LOC:other" , "what" , "island" , "be" , "what island" , "island be" , "what be" 
"LOC:other" , "where" , "be" , "pythagoras" , "where be" , "be pythagoras" , "where pythagoras" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "portray" , "prewett" , "who portray" , "portray prewett" , "who prewett" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:dist" , "how" , "high" , "must" , "how high" , "high must" , "how must" 
"HUM:ind" , "what" , "scottish" , "poet" , "what scottish" , "scottish poet" , "what poet" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "ocean" , "surround" , "what ocean" , "ocean surround" , "what surround" 
"HUM:ind" , "what" , "famous" , "communist" , "what famous" , "famous communist" , "what communist" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "mine" , "how many" , "many mine" , "how mine" 
"NUM:count" , "how" , "many" , "gallon" , "how many" , "many gallon" , "how gallon" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "copy" , "how many" , "many copy" , "how copy" 
"HUM:ind" , "who" , "award" , "the" , "who award" , "award the" , "who the" 
"LOC:city" , "in" , "sinclair" , "lewis" , "in sinclair" , "sinclair lewis" , "in lewis" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "future" , "deer" , "what future" , "future deer" , "what deer" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "mccarren" , "where be" , "be mccarren" , "where mccarren" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "tile" , "how many" , "many tile" , "how tile" 
"NUM:count" , "how" , "many" , "teaspoon" , "how many" , "many teaspoon" , "how teaspoon" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "name" , "dick" , "tracy" , "name dick" , "dick tracy" , "name tracy" 
"NUM:perc" , "what" , "fraction" , "of" , "what fraction" , "fraction of" , "what of" 
"NUM:money" , "how" , "much" , "will" , "how much" , "much will" , "how will" 
"HUM:ind" , "who" , "give" , "king" , "who give" , "give king" , "who king" 
"LOC:state" , "what" , "state" , "in" , "what state" , "state in" , "what in" 
"HUM:ind" , "who" , "become" , "president" , "who become" , "become president" , "who president" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "do" , "sara" , "who do" , "do sara" , "who sara" 
"NUM:count" , "how" , "many" , "dot" , "how many" , "many dot" , "how dot" 
"HUM:ind" , "which" , "king" , "sign" , "which king" , "king sign" , "which sign" 
"HUM:ind" , "name" , "the" , "child" , "name the" , "the child" , "name child" 
"NUM:count" , "how" , "many" , "zip" , "how many" , "many zip" , "how zip" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "web" , "site" , "what web" , "web site" , "what site" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"NUM:count" , "how" , "many" , "color" , "how many" , "many color" , "how color" 
"HUM:ind" , "what" , "be" , "darth" , "what be" , "be darth" , "what darth" 
"HUM:ind" , "what" , "british" , "female" , "what british" , "british female" , "what female" 
"LOC:other" , "where" , "be" , "mccarren" , "where be" , "be mccarren" , "where mccarren" 
"LOC:other" , "what" , "part" , "of" , "what part" , "part of" , "what of" 
"NUM:count" , "how" , "many" , "marx" , "how many" , "many marx" , "how marx" 
"NUM:dist" , "how" , "tall" , "be" , "how tall" , "tall be" , "how be" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"NUM:date" , "when" , "be" , "babe" , "when be" , "be babe" , "when babe" 
"HUM:ind" , "who" , "portray" , "field" , "who portray" , "portray field" , "who field" 
"LOC:other" , "what" , "direction" , "do" , "what direction" , "direction do" , "what do" 
"NUM:count" , "how" , "many" , "beanie" , "how many" , "many beanie" , "how beanie" 
"LOC:other" , "where" , "be" , "diamond" , "where be" , "be diamond" , "where diamond" 
"NUM:money" , "how" , "much" , "money" , "how much" , "much money" , "how money" 
"HUM:ind" , "who" , "make" , "the" , "who make" , "make the" , "who the" 
"HUM:ind" , "who" , "be" , "archie" , "who be" , "be archie" , "who archie" 
"HUM:ind" , "what" , "president" , "become" , "what president" , "president become" , "what become" 
"NUM:count" , "how" , "many" , "inning" , "how many" , "many inning" , "how inning" 
"LOC:city" , "what" , "city" , "have" , "what city" , "city have" , "what have" 
"LOC:state" , "what" , "state" , "boast" , "what state" , "state boast" , "what boast" 
"NUM:count" , "how" , "many" , "flavor" , "how many" , "many flavor" , "how flavor" 
"HUM:ind" , "who" , "be" , "chief" , "who be" , "be chief" , "who chief" 
"HUM:ind" , "what" , "mayor" , "make" , "what mayor" , "mayor make" , "what make" 
"NUM:count" , "how" , "much" , "in" , "how much" , "much in" , "how in" 
"NUM:date" , "when" , "be" , "beethoven" , "when be" , "be beethoven" , "when beethoven" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "detective" , "live" , "what detective" , "detective live" , "what live" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"HUM:ind" , "rotary" , "engine" , "use" , "rotary engine" , "engine use" , "rotary use" 
"HUM:ind" , "who" , "portray" , "the" , "who portray" , "portray the" , "who the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:country" , "what" , "two" , "country" , "what two" , "two country" , "what country" 
"NUM:period" , "how" , "long" , "ago" , "how long" , "long ago" , "how ago" 
"LOC:mount" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "star" , "in" , "who star" , "star in" , "who in" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"HUM:ind" , "what" , "actor" , "who" , "what actor" , "actor who" , "what who" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:code" , "what" , "be" , "columbia" , "what be" , "be columbia" , "what columbia" 
"LOC:other" , "where" , "be" , "tesla" , "where be" , "be tesla" , "where tesla" 
"HUM:ind" , "who" , "shoot" , "lee" , "who shoot" , "shoot lee" , "who lee" 
"NUM:date" , "when" , "do" , "jaco" , "when do" , "do jaco" , "when jaco" 
"LOC:other" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "portray" , "renaud" , "who portray" , "portray renaud" , "who renaud" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"LOC:other" , "what" , "planet" , "do" , "what planet" , "planet do" , "what do" 
"NUM:count" , "how" , "often" , "be" , "how often" , "often be" , "how be" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"LOC:country" , "what" , "country" , "contain" , "what country" , "country contain" , "what contain" 
"NUM:count" , "what" , "the" , "american" , "what the" , "the american" , "what american" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"HUM:ind" , "what" , "famed" , "clown" , "what famed" , "famed clown" , "what clown" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:city" , "what" , "southern" , "california" , "what southern" , "southern california" , "what california" 
"NUM:count" , "how" , "many" , "color" , "how many" , "many color" , "how color" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "city" , "the" , "what city" , "city the" , "what the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "who" , "be" , "currently" , "who be" , "be currently" , "who currently" 
"NUM:count" , "how" , "many" , "endanger" , "how many" , "many endanger" , "how endanger" 
"LOC:city" , "which" , "large" , "city" , "which large" , "large city" , "which city" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "invent" , "basketball" , "who invent" , "invent basketball" , "who basketball" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "what" , "hockey" , "player" , "what hockey" , "hockey player" , "what player" 
"HUM:ind" , "what" , "president" , "be" , "what president" , "president be" , "what be" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "head" , "how many" , "many head" , "how head" 
"NUM:count" , "a" , "normal" , "human" , "a normal" , "normal human" , "a human" 
"HUM:ind" , "who" , "domesticate" , "the" , "who domesticate" , "domesticate the" , "who the" 
"LOC:country" , "what" , "country" , "do" , "what country" , "country do" , "what do" 
"LOC:country" , "what" , "two" , "european" , "what two" , "two european" , "what european" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "name" , "the" , "designer" , "name the" , "the designer" , "name designer" 
"HUM:ind" , "who" , "be" , "olive" , "who be" , "be olive" , "who olive" 
"HUM:ind" , "what" , "king" , "boycott" , "what king" , "king boycott" , "what boycott" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "in" , "the" , "papal" , "in the" , "the papal" , "in papal" 
"NUM:date" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "capital" , "be" , "what capital" , "capital be" , "what be" 
"NUM:count" , "how" , "many" , "of" , "how many" , "many of" , "how of" 
"LOC:other" , "what" , "famed" , "wall" , "what famed" , "famed wall" , "what wall" 
"HUM:ind" , "who" , "portray" , "fatman" , "who portray" , "portray fatman" , "who fatman" 
"LOC:other" , "where" , "be" , "good" , "where be" , "be good" , "where good" 
"HUM:ind" , "what" , "woman" , "be" , "what woman" , "woman be" , "what be" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "design" , "london" , "who design" , "design london" , "who london" 
"NUM:count" , "how" , "many" , "mile" , "how many" , "many mile" , "how mile" 
"NUM:count" , "how" , "many" , "flavor" , "how many" , "many flavor" , "how flavor" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:count" , "how" , "many" , "freckle" , "how many" , "many freckle" , "how freckle" 
"HUM:ind" , "who" , "be" , "consider" , "who be" , "be consider" , "who consider" 
"NUM:dist" , "how" , "tall" , "be" , "how tall" , "tall be" , "how be" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"NUM:count" , "how" , "many" , "event" , "how many" , "many event" , "how event" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "succeed" , "nikita" , "who succeed" , "succeed nikita" , "who nikita" 
"HUM:ind" , "who" , "be" , "choose" , "who be" , "be choose" , "who choose" 
"HUM:ind" , "name" , "of" , "the" , "name of" , "of the" , "name the" 
"NUM:count" , "how" , "many" , "bail" , "how many" , "many bail" , "how bail" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"HUM:ind" , "what" , "celebrity" , "couple" , "what celebrity" , "celebrity couple" , "what couple" 
"LOC:other" , "where" , "the" , "hotel" , "where the" , "the hotel" , "where hotel" 
"HUM:ind" , "who" , "say" , "what" , "who say" , "say what" , "who what" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "letter" , "how many" , "many letter" , "how letter" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"LOC:country" , "what" , "european" , "country" , "what european" , "european country" , "what country" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "play" , "maria" , "who play" , "play maria" , "who maria" 
"HUM:ind" , "who" , "bestow" , "great" , "who bestow" , "bestow great" , "who great" 
"LOC:country" , "what" , "nationality" , "be" , "what nationality" , "nationality be" , "what be" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:date" , "what" , "be" , "president" , "what be" , "be president" , "what president" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"LOC:city" , "what" , "japanese" , "city" , "what japanese" , "japanese city" , "what city" 
"HUM:ind" , "who" , "do" , "the" , "who do" , "do the" , "who the" 
"HUM:ind" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"LOC:other" , "where" , "be" , "one" , "where be" , "be one" , "where one" 
"HUM:ind" , "who" , "do" , "napolean" , "who do" , "do napolean" , "who napolean" 
"HUM:ind" , "what" , "british" , "prime" , "what british" , "british prime" , "what prime" 
"NUM:count" , "how" , "many" , "object" , "how many" , "many object" , "how object" 
"LOC:city" , "what" , "the" , "old" , "what the" , "the old" , "what old" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "muscle" , "how many" , "many muscle" , "how muscle" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "name" , "of" , "heroine" , "name of" , "of heroine" , "name heroine" 
"NUM:volsize" , "how" , "big" , "be" , "how big" , "big be" , "how be" 
"LOC:country" , "jackson" , "pollock" , "be" , "jackson pollock" , "pollock be" , "jackson be" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "island" , "be" , "what island" , "island be" , "what be" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"HUM:ind" , "what" , "temperance" , "advocate" , "what temperance" , "temperance advocate" , "what advocate" 
"NUM:count" , "how" , "many" , "island" , "how many" , "many island" , "how island" 
"HUM:ind" , "who" , "invent" , "volleyball" , "who invent" , "invent volleyball" , "who volleyball" 
"LOC:country" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"HUM:ind" , "who" , "lead" , "the" , "who lead" , "lead the" , "who the" 
"NUM:perc" , "what" , "percentage" , "of" , "what percentage" , "percentage of" , "what of" 
"HUM:ind" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"HUM:ind" , "what" , "king" , "be" , "what king" , "king be" , "what be" 
"NUM:count" , "how" , "many" , "electoral" , "how many" , "many electoral" , "how electoral" 
"HUM:ind" , "what" , "be" , "babe" , "what be" , "be babe" , "what babe" 
"NUM:count" , "how" , "many" , "bottle" , "how many" , "many bottle" , "how bottle" 
"LOC:other" , "where" , "do" , "lobster" , "where do" , "do lobster" , "where lobster" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"NUM:count" , "how" , "many" , "hour" , "how many" , "many hour" , "how hour" 
"HUM:ind" , "what" , "be" , "alice" , "what be" , "be alice" , "what alice" 
"LOC:city" , "what" , "two" , "city" , "what two" , "two city" , "what city" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"HUM:ind" , "who" , "invent" , "television" , "who invent" , "invent television" , "who television" 
"HUM:ind" , "name" , "the" , "person" , "name the" , "the person" , "name person" 
"HUM:ind" , "what" , "kill" , "alexander" , "what kill" , "kill alexander" , "what alexander" 
"NUM:temp" , "what" , "the" , "fahrenheit" , "what the" , "the fahrenheit" , "what fahrenheit" 
"NUM:count" , "how" , "many" , "muscle" , "how many" , "many muscle" , "how muscle" 
"HUM:ind" , "who" , "write" , "much" , "who write" , "write much" , "who much" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "louisiana" , "senator" , "what louisiana" , "louisiana senator" , "what senator" 
"HUM:ind" , "who" , "win" , "oscar" , "who win" , "win oscar" , "who oscar" 
"HUM:ind" , "what" , "writer" , "be" , "what writer" , "writer be" , "what be" 
"HUM:ind" , "who" , "the" , "lead" , "who the" , "the lead" , "who lead" 
"HUM:ind" , "in" , "dana" , "two" , "in dana" , "dana two" , "in two" 
"HUM:ind" , "who" , "play" , "the" , "who play" , "play the" , "who the" 
"NUM:count" , "how" , "many" , "character" , "how many" , "many character" , "how character" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "create" , "billy" , "who create" , "create billy" , "who billy" 
"LOC:country" , "what" , "country" , "saw" , "what country" , "country saw" , "what saw" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:other" , "what" , "lake" , "in" , "what lake" , "lake in" , "what in" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"HUM:ind" , "who" , "would" , "you" , "who would" , "would you" , "who you" 
"LOC:other" , "what" , "famed" , "library" , "what famed" , "famed library" , "what library" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:other" , "where" , "be" , "glasgow" , "where be" , "be glasgow" , "where glasgow" 
"LOC:city" , "what" , "north" , "american" , "what north" , "north american" , "what american" 
"HUM:ind" , "what" , "radio" , "tv" , "what radio" , "radio tv" , "what tv" 
"LOC:other" , "where" , "be" , "it" , "where be" , "be it" , "where it" 
"NUM:period" , "what" , "be" , "maurizio" , "what be" , "be maurizio" , "what maurizio" 
"NUM:count" , "how" , "many" , "thousand" , "how many" , "many thousand" , "how thousand" 
"HUM:ind" , "name" , "the" , "senate" , "name the" , "the senate" , "name senate" 
"HUM:ind" , "what" , "female" , "suspect" , "what female" , "female suspect" , "what suspect" 
"HUM:ind" , "who" , "own" , "cnn" , "who own" , "own cnn" , "who cnn" 
"NUM:count" , "about" , "how" , "many" , "about how" , "how many" , "about many" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "member" , "of" , "what member" , "member of" , "what of" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"HUM:ind" , "what" , "order" , "the" , "what order" , "order the" , "what the" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "be" , "a" , "what be" , "be a" , "what a" 
"LOC:country" , "what" , "country" , "earn" , "what country" , "country earn" , "what earn" 
"LOC:city" , "which" , "city" , "in" , "which city" , "city in" , "which in" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:date" , "when" , "be" , "dubai" , "when be" , "be dubai" , "when dubai" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "portray" , "maggio" , "who portray" , "portray maggio" , "who maggio" 
"LOC:other" , "where" , "be" , "zebras" , "where be" , "be zebras" , "where zebras" 
