@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"NUM:code" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"NUM:count" , "how" , "many" , "eyes" , "how many" , "many eyes" , "how eyes" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:other" , "where" , "did" , "dikembe" , "where did" , "did dikembe" , "where dikembe" 
"HUM:ind" , "what" , "author" , "was" , "what author" , "author was" , "what was" 
"LOC:other" , "what" , "body" , "of" , "what body" , "body of" , "what of" 
"HUM:ind" , "who" , "is" , "westview" , "who is" , "is westview" , "who westview" 
"LOC:other" , "what" , "is" , "mark" , "what is" , "is mark" , "what mark" 
"NUM:count" , "how" , "many" , "maids" , "how many" , "many maids" , "how maids" 
"LOC:city" , "the" , "kentucky" , "horse" , "the kentucky" , "kentucky horse" , "the horse" 
"NUM:date" , "what" , "geological" , "time" , "what geological" , "geological time" , "what time" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:other" , "where" , "is" , "microsoft" , "where is" , "is microsoft" , "where microsoft" 
"NUM:date" , "when" , "was" , "china" , "when was" , "was china" , "when china" 
"HUM:ind" , "what" , "singer" , "hit" , "what singer" , "singer hit" , "what hit" 
"NUM:money" , "how" , "much" , "can" , "how much" , "much can" , "how can" 
"LOC:other" , "what" , "asian" , "gulf" , "what asian" , "asian gulf" , "what gulf" 
"HUM:ind" , "what" , "was" , "mao" , "what was" , "was mao" , "what mao" 
"NUM:date" , "when" , "is" , "dick" , "when is" , "is dick" , "when dick" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "character" , "narrates" , "what character" , "character narrates" , "what narrates" 
"HUM:ind" , "who" , "starred" , "with" , "who starred" , "starred with" , "who with" 
"NUM:code" , "what" , "seven" , "digits" , "what seven" , "seven digits" , "what digits" 
"HUM:ind" , "what" , "character" , "is" , "what character" , "character is" , "what is" 
"HUM:ind" , "whom" , "does" , "uncle" , "whom does" , "does uncle" , "whom uncle" 
"HUM:ind" , "when" , "called" , "upon" , "when called" , "called upon" , "when upon" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "what" , "relative" , "of" , "what relative" , "relative of" , "what of" 
"NUM:count" , "how" , "many" , "cards" , "how many" , "many cards" , "how cards" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:period" , "how" , "old" , "was" , "how old" , "old was" , "how was" 
"HUM:ind" , "who" , "won" , "two" , "who won" , "won two" , "who two" 
"NUM:date" , "what" , "year" , "was" , "what year" , "year was" , "what was" 
"NUM:ord" , "where" , "does" , "the" , "where does" , "does the" , "where the" 
"LOC:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:mount" , "name" , "the" , "highest" , "name the" , "the highest" , "name highest" 
"LOC:other" , "what" , "island" , "is" , "what island" , "island is" , "what is" 
"LOC:other" , "where" , "was" , "pythagoras" , "where was" , "was pythagoras" , "where pythagoras" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "are" , "the" , "who are" , "are the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "were" , "the" , "who were" , "were the" , "who the" 
"HUM:ind" , "who" , "portrayed" , "prewett" , "who portrayed" , "portrayed prewett" , "who prewett" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:dist" , "how" , "high" , "must" , "how high" , "high must" , "how must" 
"HUM:ind" , "what" , "scottish" , "poet" , "what scottish" , "scottish poet" , "what poet" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "ocean" , "surrounds" , "what ocean" , "ocean surrounds" , "what surrounds" 
"HUM:ind" , "what" , "famous" , "communist" , "what famous" , "famous communist" , "what communist" 
"LOC:city" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"NUM:count" , "how" , "many" , "mines" , "how many" , "many mines" , "how mines" 
"NUM:count" , "how" , "many" , "gallons" , "how many" , "many gallons" , "how gallons" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "copies" , "how many" , "many copies" , "how copies" 
"HUM:ind" , "who" , "awarded" , "the" , "who awarded" , "awarded the" , "who the" 
"LOC:city" , "in" , "sinclair" , "lewis" , "in sinclair" , "sinclair lewis" , "in lewis" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "future" , "deer" , "what future" , "future deer" , "what deer" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:country" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "where" , "is" , "mccarren" , "where is" , "is mccarren" , "where mccarren" 
"HUM:ind" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"NUM:count" , "how" , "many" , "tiles" , "how many" , "many tiles" , "how tiles" 
"NUM:count" , "how" , "many" , "teaspoons" , "how many" , "many teaspoons" , "how teaspoons" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "name" , "dick" , "tracy" , "name dick" , "dick tracy" , "name tracy" 
"NUM:perc" , "what" , "fraction" , "of" , "what fraction" , "fraction of" , "what of" 
"NUM:money" , "how" , "much" , "will" , "how much" , "much will" , "how will" 
"HUM:ind" , "who" , "gave" , "king" , "who gave" , "gave king" , "who king" 
"LOC:state" , "what" , "state" , "in" , "what state" , "state in" , "what in" 
"HUM:ind" , "who" , "became" , "president" , "who became" , "became president" , "who president" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "did" , "sara" , "who did" , "did sara" , "who sara" 
"NUM:count" , "how" , "many" , "dots" , "how many" , "many dots" , "how dots" 
"HUM:ind" , "which" , "king" , "signed" , "which king" , "king signed" , "which signed" 
"HUM:ind" , "name" , "the" , "child" , "name the" , "the child" , "name child" 
"NUM:count" , "how" , "many" , "zip" , "how many" , "many zip" , "how zip" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "web" , "sites" , "what web" , "web sites" , "what sites" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"NUM:count" , "how" , "many" , "colors" , "how many" , "many colors" , "how colors" 
"HUM:ind" , "what" , "was" , "darth" , "what was" , "was darth" , "what darth" 
"HUM:ind" , "what" , "british" , "female" , "what british" , "british female" , "what female" 
"LOC:other" , "where" , "is" , "mccarren" , "where is" , "is mccarren" , "where mccarren" 
"LOC:other" , "what" , "part" , "of" , "what part" , "part of" , "what of" 
"NUM:count" , "how" , "many" , "marx" , "how many" , "many marx" , "how marx" 
"NUM:dist" , "how" , "tall" , "is" , "how tall" , "tall is" , "how is" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"NUM:date" , "when" , "was" , "babe" , "when was" , "was babe" , "when babe" 
"HUM:ind" , "who" , "portrayed" , "field" , "who portrayed" , "portrayed field" , "who field" 
"LOC:other" , "what" , "direction" , "do" , "what direction" , "direction do" , "what do" 
"NUM:count" , "how" , "many" , "beanie" , "how many" , "many beanie" , "how beanie" 
"LOC:other" , "where" , "are" , "diamonds" , "where are" , "are diamonds" , "where diamonds" 
"NUM:money" , "how" , "much" , "money" , "how much" , "much money" , "how money" 
"HUM:ind" , "who" , "makes" , "the" , "who makes" , "makes the" , "who the" 
"HUM:ind" , "who" , "is" , "archie" , "who is" , "is archie" , "who archie" 
"HUM:ind" , "what" , "president" , "became" , "what president" , "president became" , "what became" 
"NUM:count" , "how" , "many" , "innings" , "how many" , "many innings" , "how innings" 
"LOC:city" , "what" , "city" , "has" , "what city" , "city has" , "what has" 
"LOC:state" , "what" , "state" , "boasts" , "what state" , "state boasts" , "what boasts" 
"NUM:count" , "how" , "many" , "flavors" , "how many" , "many flavors" , "how flavors" 
"HUM:ind" , "who" , "was" , "chief" , "who was" , "was chief" , "who chief" 
"HUM:ind" , "what" , "mayor" , "made" , "what mayor" , "mayor made" , "what made" 
"NUM:count" , "how" , "much" , "in" , "how much" , "much in" , "how in" 
"NUM:date" , "when" , "was" , "beethoven" , "when was" , "was beethoven" , "when beethoven" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "detective" , "lives" , "what detective" , "detective lives" , "what lives" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"HUM:ind" , "rotary" , "engines" , "used" , "rotary engines" , "engines used" , "rotary used" 
"HUM:ind" , "who" , "portrayed" , "the" , "who portrayed" , "portrayed the" , "who the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"NUM:period" , "how" , "long" , "ago" , "how long" , "long ago" , "how ago" 
"LOC:mount" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "starred" , "in" , "who starred" , "starred in" , "who in" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"HUM:ind" , "what" , "actor" , "who" , "what actor" , "actor who" , "what who" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:code" , "what" , "is" , "columbia" , "what is" , "is columbia" , "what columbia" 
"LOC:other" , "where" , "was" , "tesla" , "where was" , "was tesla" , "where tesla" 
"HUM:ind" , "who" , "shot" , "lee" , "who shot" , "shot lee" , "who lee" 
"NUM:date" , "when" , "did" , "jaco" , "when did" , "did jaco" , "when jaco" 
"LOC:other" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"LOC:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "portrayed" , "renaud" , "who portrayed" , "portrayed renaud" , "who renaud" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"LOC:other" , "what" , "planet" , "did" , "what planet" , "planet did" , "what did" 
"NUM:count" , "how" , "often" , "are" , "how often" , "often are" , "how are" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"LOC:country" , "what" , "country" , "contains" , "what country" , "country contains" , "what contains" 
"NUM:count" , "what" , "the" , "american" , "what the" , "the american" , "what american" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"HUM:ind" , "what" , "famed" , "clown" , "what famed" , "famed clown" , "what clown" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:city" , "what" , "southern" , "california" , "what southern" , "southern california" , "what california" 
"NUM:count" , "how" , "many" , "colors" , "how many" , "many colors" , "how colors" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "city" , "the" , "what city" , "city the" , "what the" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"HUM:ind" , "who" , "is" , "currently" , "who is" , "is currently" , "who currently" 
"NUM:count" , "how" , "many" , "endangered" , "how many" , "many endangered" , "how endangered" 
"LOC:city" , "which" , "large" , "city" , "which large" , "large city" , "which city" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "invented" , "basketball" , "who invented" , "invented basketball" , "who basketball" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "what" , "hockey" , "player" , "what hockey" , "hockey player" , "what player" 
"HUM:ind" , "what" , "president" , "was" , "what president" , "president was" , "what was" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "head" , "how many" , "many head" , "how head" 
"NUM:count" , "a" , "normal" , "human" , "a normal" , "normal human" , "a human" 
"HUM:ind" , "who" , "domesticated" , "the" , "who domesticated" , "domesticated the" , "who the" 
"LOC:country" , "what" , "country" , "does" , "what country" , "country does" , "what does" 
"LOC:country" , "what" , "two" , "european" , "what two" , "two european" , "what european" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "name" , "the" , "designer" , "name the" , "the designer" , "name designer" 
"HUM:ind" , "who" , "is" , "olive" , "who is" , "is olive" , "who olive" 
"HUM:ind" , "what" , "king" , "boycotted" , "what king" , "king boycotted" , "what boycotted" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:other" , "in" , "the" , "papal" , "in the" , "the papal" , "in papal" 
"NUM:date" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "capital" , "is" , "what capital" , "capital is" , "what is" 
"NUM:count" , "how" , "many" , "of" , "how many" , "many of" , "how of" 
"LOC:other" , "what" , "famed" , "wall" , "what famed" , "famed wall" , "what wall" 
"HUM:ind" , "who" , "portrayed" , "fatman" , "who portrayed" , "portrayed fatman" , "who fatman" 
"LOC:other" , "where" , "are" , "good" , "where are" , "are good" , "where good" 
"HUM:ind" , "what" , "woman" , "was" , "what woman" , "woman was" , "what was" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "designed" , "london" , "who designed" , "designed london" , "who london" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"NUM:count" , "how" , "many" , "flavors" , "how many" , "many flavors" , "how flavors" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"NUM:count" , "how" , "many" , "freckles" , "how many" , "many freckles" , "how freckles" 
"HUM:ind" , "who" , "was" , "considered" , "who was" , "was considered" , "who considered" 
"NUM:dist" , "how" , "tall" , "was" , "how tall" , "tall was" , "how was" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "was" , "the" , "where was" , "was the" , "where the" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"NUM:count" , "how" , "many" , "events" , "how many" , "many events" , "how events" 
"LOC:other" , "what" , "were" , "the" , "what were" , "were the" , "what the" 
"HUM:ind" , "who" , "succeeded" , "nikita" , "who succeeded" , "succeeded nikita" , "who nikita" 
"HUM:ind" , "who" , "was" , "chosen" , "who was" , "was chosen" , "who chosen" 
"HUM:ind" , "name" , "of" , "the" , "name of" , "of the" , "name the" 
"NUM:count" , "how" , "many" , "bails" , "how many" , "many bails" , "how bails" 
"LOC:city" , "what" , "city" , "was" , "what city" , "city was" , "what was" 
"HUM:ind" , "what" , "celebrity" , "couple" , "what celebrity" , "celebrity couple" , "what couple" 
"LOC:other" , "where" , "the" , "hotel" , "where the" , "the hotel" , "where hotel" 
"HUM:ind" , "who" , "said" , "what" , "who said" , "said what" , "who what" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "letters" , "how many" , "many letters" , "how letters" 
"LOC:city" , "what" , "were" , "the" , "what were" , "were the" , "what the" 
"NUM:money" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"NUM:date" , "when" , "is" , "the" , "when is" , "is the" , "when the" 
"LOC:country" , "what" , "european" , "country" , "what european" , "european country" , "what country" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "played" , "maria" , "who played" , "played maria" , "who maria" 
"HUM:ind" , "who" , "bestowed" , "great" , "who bestowed" , "bestowed great" , "who great" 
"LOC:country" , "what" , "nationality" , "is" , "what nationality" , "nationality is" , "what is" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:date" , "what" , "is" , "president" , "what is" , "is president" , "what president" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"LOC:city" , "what" , "japanese" , "city" , "what japanese" , "japanese city" , "what city" 
"HUM:ind" , "who" , "did" , "the" , "who did" , "did the" , "who the" 
"HUM:ind" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"LOC:other" , "where" , "is" , "one" , "where is" , "is one" , "where one" 
"HUM:ind" , "who" , "did" , "napolean" , "who did" , "did napolean" , "who napolean" 
"HUM:ind" , "what" , "british" , "prime" , "what british" , "british prime" , "what prime" 
"NUM:count" , "how" , "many" , "objects" , "how many" , "many objects" , "how objects" 
"LOC:city" , "what" , "the" , "oldest" , "what the" , "the oldest" , "what oldest" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "muscles" , "how many" , "many muscles" , "how muscles" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "name" , "of" , "heroine" , "name of" , "of heroine" , "name heroine" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"LOC:country" , "jackson" , "pollock" , "was" , "jackson pollock" , "pollock was" , "jackson was" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "island" , "was" , "what island" , "island was" , "what was" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"HUM:ind" , "what" , "temperance" , "advocate" , "what temperance" , "temperance advocate" , "what advocate" 
"NUM:count" , "how" , "many" , "islands" , "how many" , "many islands" , "how islands" 
"HUM:ind" , "who" , "invented" , "volleyball" , "who invented" , "invented volleyball" , "who volleyball" 
"LOC:country" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"HUM:ind" , "who" , "led" , "the" , "who led" , "led the" , "who the" 
"NUM:perc" , "what" , "percentage" , "of" , "what percentage" , "percentage of" , "what of" 
"HUM:ind" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"HUM:ind" , "what" , "king" , "was" , "what king" , "king was" , "what was" 
"NUM:count" , "how" , "many" , "electoral" , "how many" , "many electoral" , "how electoral" 
"HUM:ind" , "what" , "were" , "babe" , "what were" , "were babe" , "what babe" 
"NUM:count" , "how" , "many" , "bottles" , "how many" , "many bottles" , "how bottles" 
"LOC:other" , "where" , "do" , "lobsters" , "where do" , "do lobsters" , "where lobsters" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"NUM:count" , "how" , "many" , "hours" , "how many" , "many hours" , "how hours" 
"HUM:ind" , "what" , "is" , "alice" , "what is" , "is alice" , "what alice" 
"LOC:city" , "what" , "two" , "cities" , "what two" , "two cities" , "what cities" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"HUM:ind" , "who" , "invented" , "television" , "who invented" , "invented television" , "who television" 
"HUM:ind" , "name" , "the" , "person" , "name the" , "the person" , "name person" 
"HUM:ind" , "what" , "killed" , "alexander" , "what killed" , "killed alexander" , "what alexander" 
"NUM:temp" , "what" , "the" , "fahrenheit" , "what the" , "the fahrenheit" , "what fahrenheit" 
"NUM:count" , "how" , "many" , "muscles" , "how many" , "many muscles" , "how muscles" 
"HUM:ind" , "who" , "wrote" , "much" , "who wrote" , "wrote much" , "who much" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "louisiana" , "senator" , "what louisiana" , "louisiana senator" , "what senator" 
"HUM:ind" , "who" , "won" , "oscars" , "who won" , "won oscars" , "who oscars" 
"HUM:ind" , "what" , "writer" , "is" , "what writer" , "writer is" , "what is" 
"HUM:ind" , "who" , "the" , "lead" , "who the" , "the lead" , "who lead" 
"HUM:ind" , "in" , "dana" , "two" , "in dana" , "dana two" , "in two" 
"HUM:ind" , "who" , "plays" , "the" , "who plays" , "plays the" , "who the" 
"NUM:count" , "how" , "many" , "characters" , "how many" , "many characters" , "how characters" 
"NUM:money" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "who" , "created" , "billy" , "who created" , "created billy" , "who billy" 
"LOC:country" , "what" , "country" , "saw" , "what country" , "country saw" , "what saw" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:other" , "what" , "lake" , "in" , "what lake" , "lake in" , "what in" 
"HUM:ind" , "who" , "were" , "the" , "who were" , "were the" , "who the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "who" , "would" , "you" , "who would" , "would you" , "who you" 
"LOC:other" , "what" , "famed" , "library" , "what famed" , "famed library" , "what library" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:other" , "where" , "is" , "glasgow" , "where is" , "is glasgow" , "where glasgow" 
"LOC:city" , "what" , "north" , "american" , "what north" , "north american" , "what american" 
"HUM:ind" , "what" , "radio" , "tv" , "what radio" , "radio tv" , "what tv" 
"LOC:other" , "where" , "is" , "it" , "where is" , "is it" , "where it" 
"NUM:period" , "what" , "is" , "maurizio" , "what is" , "is maurizio" , "what maurizio" 
"NUM:count" , "how" , "many" , "thousands" , "how many" , "many thousands" , "how thousands" 
"HUM:ind" , "name" , "the" , "senate" , "name the" , "the senate" , "name senate" 
"HUM:ind" , "what" , "female" , "suspect" , "what female" , "female suspect" , "what suspect" 
"HUM:ind" , "who" , "owns" , "cnn" , "who owns" , "owns cnn" , "who cnn" 
"NUM:count" , "about" , "how" , "many" , "about how" , "how many" , "about many" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "member" , "of" , "what member" , "member of" , "what of" 
"LOC:country" , "what" , "country" , "are" , "what country" , "country are" , "what are" 
"HUM:ind" , "what" , "ordered" , "the" , "what ordered" , "ordered the" , "what the" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "is" , "a" , "what is" , "is a" , "what a" 
"LOC:country" , "what" , "countries" , "earn" , "what countries" , "countries earn" , "what earn" 
"LOC:city" , "which" , "city" , "in" , "which city" , "city in" , "which in" 
"NUM:date" , "when" , "are" , "the" , "when are" , "are the" , "when the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:date" , "when" , "was" , "dubai" , "when was" , "was dubai" , "when dubai" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "who" , "portrayed" , "maggio" , "who portrayed" , "portrayed maggio" , "who maggio" 
"LOC:other" , "where" , "are" , "zebras" , "where are" , "are zebras" , "where zebras" 
"NUM:perc" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "name" , "the" , "cartoon" , "name the" , "the cartoon" , "name cartoon" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"NUM:count" , "how" , "many" , "languages" , "how many" , "many languages" , "how languages" 
"HUM:ind" , "who" , "were" , "the" , "who were" , "were the" , "who the" 
"HUM:ind" , "which" , "member" , "of" , "which member" , "member of" , "which of" 
"LOC:other" , "what" , "river" , "flows" , "what river" , "river flows" , "what flows" 
"HUM:ind" , "what" , "comedian" , "was" , "what comedian" , "comedian was" , "what was" 
"LOC:other" , "where" , "do" , "you" , "where do" , "do you" , "where you" 
"HUM:ind" , "who" , "loved" , "flash" , "who loved" , "loved flash" , "who flash" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:count" , "how" , "many" , "inches" , "how many" , "many inches" , "how inches" 
"HUM:ind" , "who" , "the" , "only" , "who the" , "the only" , "who only" 
"NUM:money" , "how" , "much" , "could" , "how much" , "much could" , "how could" 
"HUM:ind" , "whose" , "singing" , "voice" , "whose singing" , "singing voice" , "whose voice" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "north" , "american" , "what north" , "north american" , "what american" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "did" , "gulliver" , "where did" , "did gulliver" , "where gulliver" 
"NUM:count" , "how" , "much" , "stronger" , "how much" , "much stronger" , "how stronger" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"HUM:ind" , "president" , "bush" , "compared" , "president bush" , "bush compared" , "president compared" 
"HUM:ind" , "what" , "tv" , "comedian" , "what tv" , "tv comedian" , "what comedian" 
"HUM:ind" , "who" , "created" , "the" , "who created" , "created the" , "who the" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"NUM:count" , "how" , "many" , "rows" , "how many" , "many rows" , "how rows" 
"HUM:ind" , "what" , "british" , "general" , "what british" , "british general" , "what general" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "city" , "would" , "what city" , "city would" , "what would" 
"HUM:ind" , "what" , "artist" , "studio" , "what artist" , "artist studio" , "what studio" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "words" , "how many" , "many words" , "how words" 
"LOC:other" , "where" , "is" , "there" , "where is" , "is there" , "where there" 
