@relation answerExp6
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"HUM:ind" , "who" , "be" , "hitler" , "minister" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"LOC:city" , "what" , "african" , "capital" , "be" 
"LOC:other" , "what" , "mediterranean" , "island" , "be" 
"LOC:other" , "where" , "can" , "you" , "find" 
"NUM:date" , "when" , "be" , "john" , "rockefeller" 
"LOC:other" , "what" , "building" , "build" , "in" 
"HUM:ind" , "who" , "be" , "the" , "lawyer" 
"HUM:ind" , "who" , "be" , "repute" , "to" 
"HUM:ind" , "what" , "future" , "soviet" , "dictator" 
"NUM:period" , "how" , "long" , "do" , "james" 
"LOC:city" , "what" , "city" , "skyline" , "boast" 
"LOC:other" , "where" , "be" , "belize" , "locate" 
"HUM:ind" , "who" , "sue" , "the" , "dannon" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "write" , "brave" , "new" 
"LOC:state" , "what" , "state" , "do" , "charles" 
"NUM:count" , "how" , "many" , "people" , "be" 
"HUM:ind" , "who" , "write" , "unsafe" , "at" 
"NUM:count" , "how" , "many" , "island" , "make" 
"LOC:state" , "what" , "state" , "boast" , "stone" 
"HUM:ind" , "what" , "british" , "commander" , "surrender" 
"HUM:ind" , "who" , "create" , "the" , "world" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "be" , "leader" , "of" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"LOC:country" , "what" , "southeast" , "asian" , "country" 
"LOC:city" , "what" , "italian" , "city" , "of" 
"NUM:count" , "how" , "many" , "state" , "have" 
"LOC:city" , "what" , "be" , "the" , "name" 
"NUM:perc" , "what" , "ratio" , "of" , "child" 
"NUM:count" , "how" , "many" , "city" , "be" 
"NUM:count" , "how" , "many" , "visitor" , "go" 
"NUM:other" , "what" , "be" , "the" , "population" 
"LOC:other" , "what" , "be" , "the" , "best" 
"NUM:date" , "what" , "century" , "do" , "art" 
"NUM:count" , "how" , "many" , "space" , "follow" 
"NUM:date" , "in" , "what" , "year" , "be" 
"NUM:weight" , "what" , "be" , "the" , "weight" 
"NUM:weight" , "what" , "be" , "the" , "approximate" 
"LOC:other" , "on" , "what" , "avenue" , "be" 
"LOC:other" , "where" , "do" , "the" , "song" 
"LOC:other" , "where" , "be" , "the" , "first" 
"NUM:dist" , "how" , "far" , "be" , "yaroslavl" 
"HUM:ind" , "what" , "be" , "the" , "present" 
"HUM:ind" , "who" , "be" , "the" , "nebbish" 
"NUM:count" , "how" , "many" , "byte" , "be" 
"HUM:ind" , "who" , "sing" , "the" , "song" 
"NUM:weight" , "approximately" , "how" , "much" , "do" 
"LOC:country" , "what" , "country" , "flag" , "be" 
"HUM:ind" , "who" , "be" , "the" , "columbia" 
"HUM:ind" , "name" , "dondi" , "adoptive" , "grandfather" 
"NUM:date" , "when" , "be" , "the" , "congress" 
"NUM:count" , "how" , "much" , "folic" , "acid" 
"NUM:date" , "what" , "year" , "be" , "the" 
"NUM:count" , "how" , "many" , "colony" , "do" 
"NUM:count" , "how" , "many" , "state" , "have" 
"HUM:ind" , "whose" , "biography" , "by" , "maurice" 
"HUM:ind" , "in" , "the" , "movie" , "groundshog" 
"NUM:period" , "how" , "old" , "be" , "benny" 
"LOC:other" , "where" , "can" , "i" , "read" 
"LOC:country" , "what" , "country" , "border" , "the" 
"LOC:other" , "what" , "river" , "run" , "through" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "what" , "doctor" , "be" , "synonymous" 
"NUM:other" , "what" , "be" , "the" , "shoe" 
"HUM:ind" , "who" , "found" , "the" , "unification" 
"NUM:count" , "how" , "many" , "zero" , "be" 
"NUM:other" , "what" , "be" , "the" , "statistic" 
"HUM:ind" , "what" , "american" , "general" , "drag" 
"NUM:other" , "what" , "the" , "score" , "of" 
"LOC:other" , "where" , "do" , "tuberculosis" , "come" 
"HUM:ind" , "who" , "invent" , "the" , "lawnmower" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "senator" , "once" , "play" 
"HUM:ind" , "what" , "be" , "li" , "l" 
"NUM:count" , "how" , "many" , "liberty" , "bell" 
"LOC:country" , "what" , "two" , "country" , "be" 
"LOC:country" , "jackson" , "pollock" , "be" , "of" 
"HUM:ind" , "what" , "architect" , "originate" , "the" 
"NUM:count" , "how" , "many" , "russian" , "have" 
"NUM:date" , "when" , "be" , "franklin" , "roosevelt" 
"LOC:other" , "where" , "on" , "the" , "internet" 
"LOC:country" , "what" , "be" , "the" , "first" 
"HUM:ind" , "who" , "share" , "a" , "new" 
"LOC:other" , "what" , "prison" , "be" , "find" 
"LOC:country" , "what" , "country" , "have" , "declare" 
"HUM:ind" , "who" , "be" , "the" , "director" 
"HUM:ind" , "what" , "hall" , "of" , "fame" 
"LOC:other" , "what" , "be" , "the" , "long" 
"LOC:other" , "what" , "river" , "be" , "windsor" 
"LOC:other" , "where" , "be" , "natchitoches" , "louisiana" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"NUM:money" , "what" , "be" , "the" , "start" 
"HUM:ind" , "what" , "be" , "the" , "man" 
"NUM:money" , "what" , "will" , "the" , "california" 
"LOC:city" , "what" , "city" , "be" , "serve" 
"HUM:ind" , "who" , "direct" , "the" , "first" 
"HUM:ind" , "what" , "two" , "historical" , "figure" 
"LOC:other" , "where" , "in" , "the" , "united" 
"LOC:country" , "what" , "country" , "in" , "have" 
"NUM:money" , "what" , "be" , "the" , "price" 
"NUM:money" , "what" , "be" , "the" , "first" 
"NUM:count" , "how" , "many" , "people" , "live" 
"NUM:date" , "what" , "year" , "be" , "janet" 
"HUM:ind" , "name" , "of" , "heroine" , "in" 
"NUM:count" , "how" , "many" , "movie" , "have" 
"HUM:ind" , "what" , "tv" , "character" , "sire" 
"LOC:other" , "what" , "be" , "the" , "name" 
"HUM:ind" , "what" , "baseball" , "player" , "be" 
"HUM:ind" , "who" , "kill" , "lee" , "harvey" 
"HUM:ind" , "who" , "invent" , "the" , "fax" 
"NUM:dist" , "how" , "wide" , "be" , "the" 
"HUM:ind" , "who" , "write" , "the" , "poem" 
"HUM:ind" , "what" , "singer" , "theme" , "song" 
"NUM:count" , "how" , "many" , "meter" , "be" 
"NUM:count" , "about" , "how" , "many" , "soldier" 
"HUM:ind" , "who" , "be" , "rocky" , "and" 
"HUM:ind" , "who" , "think" , "he" , "never" 
"HUM:ind" , "who" , "create" , "the" , "muppets" 
"LOC:other" , "what" , "celestial" , "body" , "have" 
"HUM:ind" , "name" , "one" , "of" , "the" 
"LOC:country" , "what" , "country" , "border" , "denmark" 
"HUM:ind" , "what" , "two" , "u" , "biochemist" 
"LOC:other" , "where" , "do" , "you" , "find" 
"NUM:count" , "how" , "many" , "neuron" , "be" 
"LOC:city" , "what" , "city" , "be" , "kdge" 
"LOC:city" , "what" , "city" , "be" , "bobby" 
"LOC:other" , "what" , "london" , "museum" , "feature" 
"LOC:city" , "what" , "city" , "be" , "serve" 
"NUM:count" , "how" , "many" , "lake" , "be" 
"HUM:ind" , "who" , "else" , "be" , "consider" 
"NUM:period" , "how" , "long" , "do" , "a" 
"NUM:weight" , "how" , "many" , "pound" , "be" 
"NUM:other" , "what" , "amount" , "of" , "folic" 
"HUM:ind" , "who" , "be" , "the" , "king" 
"NUM:count" , "how" , "many" , "mile" , "be" 
"NUM:count" , "how" , "many" , "chair" , "be" 
"LOC:state" , "what" , "state" , "on" , "the" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "be" , "the" , "leader" 
"HUM:ind" , "who" , "be" , "the" , "prophet" 
"NUM:perc" , "what" , "be" , "the" , "chance" 
"LOC:other" , "where" , "be" , "the" , "keck" 
"LOC:other" , "where" , "be" , "the" , "apartment" 
"HUM:ind" , "who" , "write" , "the" , "pit" 
"LOC:country" , "what" , "country" , "do" , "the" 
"LOC:other" , "what" , "be" , "some" , "good" 
"HUM:ind" , "who" , "be" , "the" , "incredible" 
"NUM:date" , "what" , "month" , "do" , "the" 
"HUM:ind" , "who" , "be" , "the" , "president" 
"HUM:ind" , "who" , "play" , "al" , "jolson" 
"LOC:other" , "where" , "be" , "the" , "summer" 
"LOC:other" , "where" , "be" , "los" , "vega" 
"LOC:country" , "name" , "the" , "country" , "which" 
"LOC:state" , "what" , "state" , "be" , "the" 
"LOC:city" , "what" , "be" , "the" , "ten" 
"HUM:ind" , "what" , "tv" , "detective" , "do" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:state" , "what" , "state" , "do" , "the" 
"HUM:ind" , "in" , "the" , "past" , "year" 
"HUM:ind" , "who" , "play" , "emperor" , "palpatine" 
"LOC:other" , "what" , "the" , "name" , "of" 
"LOC:other" , "where" , "be" , "the" , "statistical" 
"NUM:date" , "when" , "be" , "the" , "brandenburg" 
"HUM:ind" , "whose" , "husband" , "have" , "include" 
"HUM:ind" , "who" , "be" , "king" , "in" 
"NUM:count" , "how" , "much" , "of" , "the" 
"NUM:perc" , "what" , "percentage" , "of" , "the" 
"NUM:date" , "what" , "date" , "be" , "box" 
"NUM:count" , "how" , "many" , "inch" , "tall" 
"NUM:count" , "how" , "many" , "stradivarius" , "violin" 
"HUM:ind" , "who" , "invent" , "the" , "stock" 
"LOC:other" , "what" , "be" , "einstein" , "birthplace" 
"NUM:date" , "what" , "century" , "the" , "setting" 
"HUM:ind" , "who" , "write" , "the" , "bible" 
"NUM:money" , "what" , "debts" , "do" , "qintex" 
"HUM:ind" , "which" , "president" , "be" , "bury" 
"LOC:other" , "where" , "be" , "the" , "austerlitz" 
"LOC:other" , "where" , "do" , "ty" , "cobb" 
"NUM:money" , "what" , "be" , "the" , "income" 
"NUM:count" , "how" , "many" , "type" , "of" 
"NUM:count" , "how" , "many" , "eye" , "do" 
"NUM:count" , "how" , "many" , "website" , "be" 
"NUM:count" , "how" , "many" , "point" , "be" 
"LOC:other" , "what" , "general" , "direction" , "do" 
"HUM:ind" , "the" , "lawyer" , "who" , "represent" 
"LOC:mount" , "what" , "be" , "new" , "england" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:date" , "what" , "year" , "do" , "the" 
"NUM:count" , "how" , "many" , "verse" , "be" 
"HUM:ind" , "what" , "robust" , "president" , "import" 
"LOC:country" , "in" , "what" , "nation" , "be" 
"LOC:country" , "name" , "a" , "country" , "that" 
"NUM:code" , "what" , "seven" , "digit" , "follow" 
"HUM:ind" , "what" , "be" , "the" , "player" 
"LOC:other" , "where" , "be" , "the" , "large" 
"HUM:ind" , "who" , "hold" , "the" , "endurance" 
"NUM:perc" , "independent" , "silversmith" , "account" , "for" 
"LOC:other" , "in" , "what" , "part" , "of" 
"HUM:ind" , "who" , "be" , "woody" , "woodpecker" 
"HUM:ind" , "who" , "create" , "maudie" , "frickett" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:money" , "what" , "be" , "the" , "salary" 
"LOC:other" , "what" , "waterway" , "be" , "mile" 
"HUM:ind" , "who" , "liberate" , "century" , "sicily" 
"LOC:other" , "on" , "what" , "river" , "be" 
"NUM:count" , "what" , "the" , "maximum" , "length" 
"LOC:country" , "what" , "country" , "be" , "locate" 
"LOC:other" , "where" , "be" , "the" , "busy" 
"NUM:count" , "what" , "be" , "the" , "pig" 
"LOC:city" , "what" , "city" , "do" , "mccarren" 
"NUM:count" , "what" , "be" , "the" , "most" 
"HUM:ind" , "what" , "actor" , "have" , "a" 
"NUM:count" , "how" , "many" , "dollar" , "a" 
"HUM:ind" , "who" , "appoint" , "the" , "chair" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "what" , "be" , "the" , "two" 
"HUM:ind" , "what" , "english" , "queen" , "have" 
"LOC:other" , "what" , "river" , "run" , "through" 
"NUM:date" , "when" , "do" , "mount" , "helen" 
"NUM:date" , "when" , "be" , "child" , "labor" 
"NUM:count" , "how" , "many" , "permutation" , "can" 
"NUM:date" , "what" , "time" , "of" , "year" 
"LOC:other" , "what" , "the" , "long" , "river" 
"HUM:ind" , "what" , "tennis" , "player" , "have" 
"HUM:ind" , "what" , "abstract" , "painter" , "be" 
"NUM:count" , "how" , "many" , "furlong" , "be" 
"NUM:count" , "how" , "many" , "millimeter" , "be" 
"NUM:volsize" , "how" , "big" , "be" , "a" 
"NUM:count" , "what" , "be" , "the" , "great" 
"LOC:mount" , "what" , "mountain" , "range" , "mark" 
"HUM:ind" , "who" , "found" , "the" , "modern" 
"NUM:count" , "how" , "many" , "people" , "do" 
"HUM:ind" , "who" , "the" , "king" , "of" 
"HUM:ind" , "what" , "bestselling" , "modern" , "poet" 
"HUM:ind" , "what" , "south" , "vietnamese" , "president" 
"NUM:period" , "how" , "old" , "be" , "too" 
"NUM:date" , "when" , "be" , "the" , "hoover" 
"NUM:count" , "how" , "many" , "tenth" , "of" 
"NUM:perc" , "what" , "be" , "the" , "pennsylvania" 
"HUM:ind" , "who" , "win" , "the" , "california" 
"HUM:ind" , "who" , "speak" , "the" , "only" 
"HUM:ind" , "what" , "be" , "thatcher" , "first" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:period" , "what" , "be" , "the" , "life" 
"HUM:ind" , "who" , "be" , "malaysia" , "prime" 
"HUM:ind" , "who" , "found" , "the" , "first" 
"NUM:money" , "what" , "be" , "the" , "fare" 
"HUM:ind" , "who" , "say" , "give" , "me" 
"LOC:other" , "what" , "be" , "the" , "location" 
"NUM:money" , "by" , "how" , "much" , "will" 
"HUM:ind" , "name" , "of" , "the" , "powerful" 
"NUM:dist" , "how" , "long" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" , "large" 
"NUM:money" , "what" , "be" , "joe" , "namath" 
"LOC:other" , "where" , "be" , "rider" , "college" 
"LOC:other" , "where" , "be" , "chop" , "suey" 
"LOC:other" , "where" , "do" , "dew" , "come" 
"NUM:period" , "how" , "old" , "be" , "lucille" 
"LOC:other" , "what" , "landmark" , "italian" , "restaurant" 
"NUM:count" , "how" , "many" , "point" , "be" 
"LOC:other" , "what" , "be" , "some" , "mythology" 
"LOC:country" , "what" , "nationality" , "be" , "ileana" 
"NUM:other" , "what" , "be" , "the" , "population" 
"HUM:ind" , "who" , "invent" , "the" , "opener" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "whose" , "acceptance" , "speech" , "of" 
"NUM:count" , "how" , "much" , "coca" , "cola" 
"LOC:other" , "where" , "do" , "the" , "world" 
"LOC:other" , "what" , "island" , "group" , "be" 
"HUM:ind" , "who" , "declare" , "i" , "think" 
"NUM:count" , "how" , "many" , "company" , "be" 
"LOC:country" , "what" , "the" , "only" , "east" 
"NUM:date" , "what" , "be" , "judy" , "garland" 
"HUM:ind" , "which" , "former" , "ku" , "klux" 
"NUM:dist" , "what" , "be" , "the" , "length" 
"LOC:country" , "what" , "country" , "have" , "the" 
"HUM:ind" , "who" , "be" , "the" , "actor" 
"LOC:city" , "what" , "city" , "do" , "orly" 
"LOC:other" , "where" , "do" , "woodstock" , "take" 
"NUM:period" , "what" , "be" , "the" , "average" 
"LOC:country" , "what" , "be" , "the" , "top" 
"HUM:ind" , "what" , "new" , "orleans" , "claim" 
"LOC:other" , "where" , "can" , "one" , "find" 
"NUM:count" , "how" , "much" , "caffeine" , "be" 
"HUM:ind" , "what" , "be" , "the" , "real" 
"NUM:volsize" , "how" , "big" , "be" , "australia" 
"LOC:country" , "what" , "country" , "have" , "the" 
"HUM:ind" , "who" , "make" , "chicken" , "finger" 
"HUM:ind" , "what" , "director" , "portray" , "the" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "accompany" , "space" , "ghost" 
"HUM:ind" , "what" , "world" , "war" , "ii" 
"HUM:ind" , "who" , "be" , "israel" , "first" 
"LOC:country" , "what" , "country" , "boast" , "ismail" 
"LOC:other" , "where" , "could" , "i" , "go" 
"LOC:other" , "where" , "be" , "the" , "virtual" 
"NUM:other" , "how" , "loud" , "be" , "thunder" 
"HUM:ind" , "what" , "california" , "governor" , "say" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "be" , "the" , "author" 
"NUM:money" , "how" , "much" , "would" , "a" 
"NUM:perc" , "what" , "be" , "the" , "probability" 
"LOC:other" , "where" , "be" , "the" , "bridge" 
"NUM:count" , "how" , "many" , "people" , "do" 
"NUM:count" , "how" , "many" , "elephant" , "be" 
"HUM:ind" , "who" , "do" , "doris" , "day" 
"NUM:date" , "when" , "be" , "the" , "first" 
"LOC:country" , "what" , "scandinavian" , "country" , "cover" 
"NUM:period" , "how" , "long" , "would" , "it" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:city" , "what" , "city" , "boast" , "the" 
"HUM:ind" , "who" , "be" , "the" , "owner" 
"NUM:period" , "how" , "long" , "be" , "the" 
"LOC:country" , "what" , "country" , "lie" , "directly" 
"LOC:other" , "where" , "do" , "surf" , "originate" 
"LOC:mount" , "what" , "be" , "the" , "tall" 
"NUM:count" , "what" , "the" , "maximum" , "number" 
"NUM:count" , "how" , "many" , "different" , "country" 
"NUM:count" , "how" , "many" , "continent" , "be" 
"HUM:ind" , "what" , "knight" , "actor" , "narrates" 
"HUM:ind" , "what" , "football" , "coach" , "story" 
"NUM:date" , "when" , "do" , "the" , "chernobyl" 
"LOC:other" , "where" , "do" , "the" , "maya" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"LOC:state" , "kosovo" , "be" , "a" , "province" 
"LOC:state" , "what" , "new" , "england" , "state" 
"NUM:date" , "hitler" , "come" , "to" , "power" 
"LOC:other" , "where" , "be" , "the" , "haversian" 
"NUM:count" , "how" , "many" , "people" , "die" 
"HUM:ind" , "who" , "with" , "julie" , "andrew" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "be" , "the" , "horsepower" 
"NUM:date" , "when" , "be" , "general" , "manuel" 
"NUM:count" , "how" , "many" , "year" , "of" 
"LOC:other" , "where" , "be" , "the" , "kentucky" 
"HUM:ind" , "what" , "argentine" , "boxer" , "be" 
"LOC:country" , "what" , "country" , "boast" , "the" 
"HUM:ind" , "what" , "be" , "jimmy" , "olsen" 
"NUM:count" , "how" , "many" , "people" , "have" 
"NUM:count" , "how" , "many" , "day" , "do" 
"HUM:ind" , "what" , "famous" , "new" , "york" 
"LOC:city" , "what" , "russian" , "city" , "use" 
"NUM:count" , "how" , "many" , "vote" , "in" 
"HUM:ind" , "who" , "be" , "pia" , "zadora" 
"HUM:ind" , "what" , "president" , "be" , "the" 
"HUM:ind" , "what" , "design" , "the" , "present" 
"HUM:ind" , "what" , "feminist" , "write" , "sexual" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "be" , "the" , "last" 
"NUM:count" , "how" , "many" , "school" , "district" 
"NUM:period" , "how" , "long" , "do" , "the" 
"NUM:count" , "how" , "much" , "iron" , "be" 
"NUM:date" , "when" , "do" , "thatcher" , "become" 
"LOC:other" , "what" , "be" , "some" , "good" 
"LOC:country" , "what" , "country" , "impose" , "the" 
"NUM:money" , "how" , "much" , "do" , "drug" 
"LOC:other" , "what" , "kind" , "of" , "habitat" 
"NUM:count" , "how" , "many" , "logarithmic" , "scale" 
"LOC:other" , "where" , "be" , "webster" , "university" 
"NUM:temp" , "how" , "hot" , "should" , "the" 
"NUM:period" , "how" , "old" , "be" , "britney" 
"LOC:other" , "where" , "can" , "i" , "get" 
"LOC:country" , "what" , "country" , "capital" , "be" 
"LOC:city" , "what" , "town" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "people" , "die" 
"NUM:dist" , "how" , "high" , "be" , "the" 
"HUM:ind" , "who" , "be" , "international" , "olympic" 
"NUM:date" , "when" , "be" , "florida" , "admit" 
"NUM:count" , "how" , "many" , "time" , "a" 
"LOC:other" , "where" , "can" , "i" , "read" 
"NUM:money" , "what" , "will" , "the" , "increase" 
"NUM:dist" , "how" , "far" , "be" , "the" 
"HUM:ind" , "what" , "appointments" , "secretary" , "to" 
"HUM:ind" , "who" , "release" , "the" , "internet" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "what" , "basketball" , "player" , "be" 
"NUM:volsize" , "how" , "big" , "be" , "a" 
"NUM:count" , "how" , "many" , "american" , "soldier" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:count" , "how" , "many" , "cable" , "support" 
"NUM:money" , "how" , "much" , "do" , "manchester" 
"LOC:other" , "what" , "be" , "the" , "birthplace" 
"HUM:ind" , "what" , "american" , "sergeant" , "lose" 
"HUM:ind" , "who" , "invent" , "the" , "fountain" 
"LOC:other" , "what" , "room" , "do" , "field" 
"HUM:ind" , "what" , "batman" , "character" , "tool" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "who" , "be" , "sherlock" , "holmes" 
"LOC:other" , "where" , "be" , "global" , "schoolhouse" 
"NUM:count" , "how" , "many" , "year" , "of" 
"LOC:other" , "what" , "volcano" , "shower" , "ash" 
"LOC:other" , "where" , "be" , "the" , "headquarters" 
"NUM:date" , "when" , "do" , "mount" , "helen" 
"HUM:ind" , "what" , "the" , "name" , "of" 
"HUM:ind" , "which" , "member" , "of" , "the" 
"HUM:ind" , "what" , "doctor" , "claim" , "in" 
"NUM:period" , "how" , "long" , "have" , "cool" 
"NUM:weight" , "how" , "much" , "do" , "a" 
"HUM:ind" , "what" , "comedian" , "create" , "a" 
"NUM:dist" , "how" , "tall" , "be" , "prince" 
"NUM:weight" , "what" , "be" , "the" , "weight" 
"LOC:city" , "what" , "be" , "the" , "capital" 
"NUM:dist" , "how" , "long" , "be" , "the" 
"NUM:dist" , "how" , "tall" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" , "large" 
"LOC:state" , "what" , "be" , "the" , "rich" 
"HUM:ind" , "who" , "be" , "the" , "prime" 
"HUM:ind" , "what" , "actress" , "star" , "in" 
"HUM:ind" , "who" , "win" , "the" , "rugby" 
"NUM:count" , "how" , "many" , "time" , "be" 
"NUM:count" , "how" , "many" , "pin" , "be" 
"LOC:other" , "what" , "california" , "bridge" , "be" 
"HUM:ind" , "who" , "be" , "the" , "famous" 
"HUM:ind" , "which" , "german" , "president" , "be" 
"NUM:count" , "how" , "many" , "people" , "have" 
"LOC:city" , "what" , "be" , "the" , "large" 
"LOC:other" , "where" , "be" , "the" , "thomas" 
"NUM:money" , "what" , "be" , "the" , "first" 
"LOC:mount" , "what" , "be" , "the" , "name" 
"LOC:mount" , "what" , "mountain" , "range" , "extend" 
"NUM:count" , "how" , "many" , "type" , "of" 
"HUM:ind" , "what" , "famous" , "coach" , "say" 
"HUM:ind" , "what" , "onetime" , "member" , "of" 
"NUM:count" , "how" , "many" , "claw" , "have" 
"HUM:ind" , "who" , "be" , "darth" , "vader" 
"HUM:ind" , "who" , "invent" , "the" , "process" 
"LOC:city" , "what" , "be" , "the" , "large" 
"NUM:other" , "what" , "be" , "the" , "population" 
"HUM:ind" , "what" , "actor" , "and" , "actress" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "when" , "do" , "the" , "american" 
"LOC:country" , "what" , "country" , "be" , "the" 
"NUM:period" , "how" , "long" , "do" , "it" 
"HUM:ind" , "who" , "protect" , "dc" , "comic" 
"NUM:date" , "when" , "do" , "the" , "vesuvius" 
"NUM:date" , "when" , "do" , "the" , "supercontinent" 
"HUM:ind" , "who" , "create" , "harry" , "lime" 
"HUM:ind" , "who" , "be" , "president" , "cleveland" 
"LOC:city" , "what" , "the" , "capital" , "of" 
"NUM:weight" , "what" , "do" , "englishman" , "weigh" 
"NUM:volsize" , "how" , "big" , "be" , "the" 
"HUM:ind" , "who" , "invent" , "the" , "moog" 
"HUM:ind" , "who" , "make" , "the" , "die" 
"NUM:period" , "how" , "long" , "do" , "it" 
"LOC:state" , "what" , "state" , "be" , "the" 
"NUM:money" , "what" , "be" , "the" , "start" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"LOC:other" , "where" , "be" , "the" , "official" 
"HUM:ind" , "whose" , "old" , "london" , "be" 
"HUM:ind" , "who" , "write" , "the" , "lyric" 
"NUM:ord" , "what" , "chapter" , "of" , "go" 
"NUM:count" , "how" , "many" , "american" , "actor" 
"NUM:date" , "when" , "do" , "lucelly" , "garcia" 
"NUM:period" , "how" , "long" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" , "seafaring" 
"HUM:ind" , "what" , "two" , "new" , "york" 
"NUM:date" , "when" , "do" , "nixon" , "visit" 
"NUM:date" , "what" , "the" , "third" , "month" 
"LOC:country" , "what" , "country" , "own" , "corsica" 
"NUM:count" , "how" , "many" , "queen" , "bee" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:ord" , "what" , "chapter" , "of" , "the" 
"LOC:other" , "what" , "ocean" , "do" , "the" 
"NUM:date" , "in" , "what" , "year" , "be" 
"HUM:ind" , "name" , "one" , "of" , "king" 
"LOC:state" , "what" , "southwestern" , "state" , "be" 
"LOC:country" , "what" , "country" , "do" , "the" 
"LOC:other" , "what" , "famed" , "river" , "be" 
"NUM:date" , "when" , "be" , "christ" , "bear" 
"LOC:other" , "where" , "do" , "quality" , "drink" 
"HUM:ind" , "who" , "be" , "the" , "french" 
"LOC:country" , "what" , "country" , "surround" , "san" 
"HUM:ind" , "who" , "kill" , "martin" , "luther" 
"HUM:ind" , "who" , "own" , "the" , "right" 
"NUM:date" , "what" , "season" , "do" , "a" 
"LOC:other" , "what" , "direction" , "do" , "the" 
"NUM:dist" , "what" , "be" , "the" , "world" 
"HUM:ind" , "what" , "democratic" , "prankster" , "wave" 
"LOC:other" , "what" , "california" , "bay" , "large" 
"HUM:ind" , "what" , "former" , "african" , "leader" 
"LOC:other" , "what" , "california" , "bridge" , "be" 
"NUM:money" , "how" , "much" , "do" , "one" 
"HUM:ind" , "what" , "american" , "poet" , "write" 
"LOC:other" , "where" , "be" , "the" , "old" 
"HUM:ind" , "who" , "stop" , "make" , "diary" 
"HUM:ind" , "what" , "journalist" , "can" , "be" 
"NUM:count" , "how" , "many" , "side" , "do" 
"HUM:ind" , "what" , "woman" , "pitcher" , "have" 
"NUM:date" , "in" , "what" , "year" , "be" 
"NUM:count" , "how" , "many" , "language" , "do" 
"LOC:other" , "what" , "bay" , "divides" , "maryland" 
"HUM:ind" , "what" , "be" , "the" , "real" 
"HUM:ind" , "what" , "frenchman" , "claim" , "the" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "discover" , "imaginary" , "number" 
"HUM:ind" , "who" , "do" , "the" , "voice" 
"NUM:count" , "how" , "many" , "foot" , "high" 
"NUM:count" , "how" , "many" , "calorie" , "be" 
"HUM:ind" , "who" , "be" , "the" , "rich" 
"NUM:other" , "what" , "be" , "the" , "chemical" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "what" , "georgia" , "town" , "do" 
"NUM:count" , "how" , "many" , "country" , "watch" 
"NUM:code" , "what" , "be" , "the" , "airport" 
"LOC:other" , "where" , "do" , "the" , "real" 
"NUM:count" , "how" , "many" , "eye" , "do" 
"HUM:ind" , "who" , "be" , "the" , "second" 
"LOC:other" , "where" , "do" , "dikembe" , "mutombo" 
"HUM:ind" , "what" , "author" , "be" , "appoint" 
"LOC:other" , "what" , "body" , "of" , "water" 
"HUM:ind" , "who" , "be" , "westview" , "high" 
"LOC:other" , "what" , "be" , "mark" , "mcgwire" 
"NUM:count" , "how" , "many" , "maid" , "be" 
"LOC:city" , "the" , "kentucky" , "horse" , "park" 
"NUM:date" , "what" , "geological" , "time" , "do" 
