@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"NUM:count" , "how" , "many" , "beanie" , "baby" , "how many" , "many beanie" , "how beanie" , "how baby" , "many baby" , "beanie baby" 
"LOC:other" , "where" , "be" , "diamond" , "mine" , "where be" , "be diamond" , "where diamond" , "where mine" , "be mine" , "diamond mine" 
"NUM:money" , "how" , "much" , "money" , "do" , "how much" , "much money" , "how money" , "how do" , "much do" , "money do" 
"HUM:ind" , "who" , "make" , "the" , "bra" , "who make" , "make the" , "who the" , "who bra" , "make bra" , "the bra" 
"HUM:ind" , "who" , "be" , "archie" , "bunker" , "who be" , "be archie" , "who archie" , "who bunker" , "be bunker" , "archie bunker" 
"HUM:ind" , "what" , "president" , "become" , "chief" , "what president" , "president become" , "what become" , "what chief" , "president chief" , "become chief" 
"NUM:count" , "how" , "many" , "inning" , "constitute" , "how many" , "many inning" , "how inning" , "how constitute" , "many constitute" , "inning constitute" 
"LOC:city" , "what" , "city" , "have" , "a" , "what city" , "city have" , "what have" , "what a" , "city a" , "have a" 
"LOC:state" , "what" , "state" , "boast" , "leif" , "what state" , "state boast" , "what boast" , "what leif" , "state leif" , "boast leif" 
"NUM:count" , "how" , "many" , "flavor" , "do" , "how many" , "many flavor" , "how flavor" , "how do" , "many do" , "flavor do" 
"HUM:ind" , "who" , "be" , "chief" , "engineer" , "who be" , "be chief" , "who chief" , "who engineer" , "be engineer" , "chief engineer" 
"HUM:ind" , "what" , "mayor" , "make" , "so" , "what mayor" , "mayor make" , "what make" , "what so" , "mayor so" , "make so" 
"NUM:count" , "how" , "much" , "in" , "mile" , "how much" , "much in" , "how in" , "how mile" , "much mile" , "in mile" 
"NUM:date" , "when" , "be" , "beethoven" , "born" , "when be" , "be beethoven" , "when beethoven" , "when born" , "be born" , "beethoven born" 
"HUM:ind" , "who" , "be" , "the" , "most" , "who be" , "be the" , "who the" , "who most" , "be most" , "the most" 
"HUM:ind" , "what" , "detective" , "live" , "on" , "what detective" , "detective live" , "what live" , "what on" , "detective on" , "live on" 
"LOC:other" , "where" , "do" , "the" , "ukulele" , "where do" , "do the" , "where the" , "where ukulele" , "do ukulele" , "the ukulele" 
"HUM:ind" , "rotary" , "engine" , "use" , "to" , "rotary engine" , "engine use" , "rotary use" , "rotary to" , "engine to" , "use to" 
"HUM:ind" , "who" , "portray" , "the" , "title" , "who portray" , "portray the" , "who the" , "who title" , "portray title" , "the title" 
"LOC:other" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "who" , "be" , "the" , "president" , "who be" , "be the" , "who the" , "who president" , "be president" , "the president" 
"LOC:country" , "what" , "two" , "country" , "be" , "what two" , "two country" , "what country" , "what be" , "two be" , "country be" 
"NUM:period" , "how" , "long" , "ago" , "be" , "how long" , "long ago" , "how ago" , "how be" , "long be" , "ago be" 
"LOC:mount" , "what" , "be" , "the" , "four" , "what be" , "be the" , "what the" , "what four" , "be four" , "the four" 
"NUM:other" , "what" , "be" , "the" , "size" , "what be" , "be the" , "what the" , "what size" , "be size" , "the size" 
"HUM:ind" , "who" , "star" , "in" , "the" , "who star" , "star in" , "who in" , "who the" , "star the" , "in the" 
"NUM:count" , "how" , "many" , "different" , "kind" , "how many" , "many different" , "how different" , "how kind" , "many kind" , "different kind" 
"HUM:ind" , "what" , "actor" , "who" , "have" , "what actor" , "actor who" , "what who" , "what have" , "actor have" , "who have" 
"LOC:other" , "what" , "be" , "the" , "homelite" , "what be" , "be the" , "what the" , "what homelite" , "be homelite" , "the homelite" 
"NUM:code" , "what" , "be" , "columbia" , "tristar" , "what be" , "be columbia" , "what columbia" , "what tristar" , "be tristar" , "columbia tristar" 
"LOC:other" , "where" , "be" , "tesla" , "bear" , "where be" , "be tesla" , "where tesla" , "where bear" , "be bear" , "tesla bear" 
"HUM:ind" , "who" , "shoot" , "lee" , "harvey" , "who shoot" , "shoot lee" , "who lee" , "who harvey" , "shoot harvey" , "lee harvey" 
"NUM:date" , "when" , "do" , "jaco" , "pastorius" , "when do" , "do jaco" , "when jaco" , "when pastorius" , "do pastorius" , "jaco pastorius" 
"LOC:other" , "what" , "the" , "most" , "common" , "what the" , "the most" , "what most" , "what common" , "the common" , "most common" 
"LOC:other" , "what" , "be" , "the" , "top" , "what be" , "be the" , "what the" , "what top" , "be top" , "the top" 
"HUM:ind" , "who" , "portray" , "renaud" , "in" , "who portray" , "portray renaud" , "who renaud" , "who in" , "portray in" , "renaud in" 
"LOC:country" , "what" , "country" , "have" , "problem" , "what country" , "country have" , "what have" , "what problem" , "country problem" , "have problem" 
"LOC:other" , "what" , "planet" , "do" , "percival" , "what planet" , "planet do" , "what do" , "what percival" , "planet percival" , "do percival" 
"NUM:count" , "how" , "often" , "be" , "brain" , "how often" , "often be" , "how be" , "how brain" , "often brain" , "be brain" 
"NUM:money" , "how" , "much" , "do" , "mercury" , "how much" , "much do" , "how do" , "how mercury" , "much mercury" , "do mercury" 
"LOC:country" , "what" , "country" , "contain" , "the" , "what country" , "country contain" , "what contain" , "what the" , "country the" , "contain the" 
"NUM:count" , "what" , "the" , "american" , "dollar" , "what the" , "the american" , "what american" , "what dollar" , "the dollar" , "american dollar" 
"NUM:date" , "what" , "year" , "do" , "charles" , "what year" , "year do" , "what do" , "what charles" , "year charles" , "do charles" 
"NUM:date" , "when" , "do" , "the" , "last" , "when do" , "do the" , "when the" , "when last" , "do last" , "the last" 
"HUM:ind" , "what" , "famed" , "clown" , "appear" , "what famed" , "famed clown" , "what clown" , "what appear" , "famed appear" , "clown appear" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"LOC:city" , "what" , "southern" , "california" , "town" , "what southern" , "southern california" , "what california" , "what town" , "southern town" , "california town" 
"NUM:count" , "how" , "many" , "color" , "be" , "how many" , "many color" , "how color" , "how be" , "many be" , "color be" 
"LOC:other" , "what" , "be" , "the" , "habitat" , "what be" , "be the" , "what the" , "what habitat" , "be habitat" , "the habitat" 
"LOC:city" , "what" , "city" , "the" , "kickoff" , "what city" , "city the" , "what the" , "what kickoff" , "city kickoff" , "the kickoff" 
"NUM:money" , "what" , "be" , "the" , "average" , "what be" , "be the" , "what the" , "what average" , "be average" , "the average" 
"LOC:other" , "where" , "be" , "the" , "large" , "where be" , "be the" , "where the" , "where large" , "be large" , "the large" 
"HUM:ind" , "who" , "be" , "currently" , "the" , "who be" , "be currently" , "who currently" , "who the" , "be the" , "currently the" 
"NUM:count" , "how" , "many" , "endanger" , "specie" , "how many" , "many endanger" , "how endanger" , "how specie" , "many specie" , "endanger specie" 
"LOC:city" , "which" , "large" , "city" , "have" , "which large" , "large city" , "which city" , "which have" , "large have" , "city have" 
"HUM:ind" , "who" , "be" , "the" , "bandleader" , "who be" , "be the" , "who the" , "who bandleader" , "be bandleader" , "the bandleader" 
"NUM:date" , "when" , "be" , "the" , "last" , "when be" , "be the" , "when the" , "when last" , "be last" , "the last" 
"HUM:ind" , "what" , "hockey" , "player" , "do" , "what hockey" , "hockey player" , "what player" , "what do" , "hockey do" , "player do" 
"HUM:ind" , "what" , "president" , "be" , "bury" , "what president" , "president be" , "what be" , "what bury" , "president bury" , "be bury" 
"NUM:money" , "how" , "much" , "do" , "the" , "how much" , "much do" , "how do" , "how the" , "much the" , "do the" 
"LOC:country" , "what" , "country" , "be" , "general" , "what country" , "country be" , "what be" , "what general" , "country general" , "be general" 
"NUM:other" , "what" , "be" , "the" , "latitude" , "what be" , "be the" , "what the" , "what latitude" , "be latitude" , "the latitude" 
"NUM:count" , "how" , "many" , "head" , "injury" , "how many" , "many head" , "how head" , "how injury" , "many injury" , "head injury" 
"NUM:count" , "a" , "normal" , "human" , "pregnancy" , "a normal" , "normal human" , "a human" , "a pregnancy" , "normal pregnancy" , "human pregnancy" 
"HUM:ind" , "who" , "domesticate" , "the" , "wild" , "who domesticate" , "domesticate the" , "who the" , "who wild" , "domesticate wild" , "the wild" 
"LOC:country" , "what" , "country" , "do" , "ileana" , "what country" , "country do" , "what do" , "what ileana" , "country ileana" , "do ileana" 
"LOC:country" , "what" , "two" , "european" , "country" , "what two" , "two european" , "what european" , "what country" , "two country" , "european country" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "name" , "the" , "designer" , "of" , "name the" , "the designer" , "name designer" , "name of" , "the of" , "designer of" 
"HUM:ind" , "who" , "be" , "olive" , "oyl" , "who be" , "be olive" , "who olive" , "who oyl" , "be oyl" , "olive oyl" 
"HUM:ind" , "what" , "king" , "boycott" , "prince" , "what king" , "king boycott" , "what boycott" , "what prince" , "king prince" , "boycott prince" 
"HUM:ind" , "what" , "be" , "the" , "nickname" , "what be" , "be the" , "what the" , "what nickname" , "be nickname" , "the nickname" 
"LOC:other" , "where" , "be" , "the" , "taj" , "where be" , "be the" , "where the" , "where taj" , "be taj" , "the taj" 
"LOC:other" , "in" , "the" , "papal" , "court" , "in the" , "the papal" , "in papal" , "in court" , "the court" , "papal court" 
"NUM:date" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"LOC:city" , "what" , "capital" , "be" , "build" , "what capital" , "capital be" , "what be" , "what build" , "capital build" , "be build" 
"NUM:count" , "how" , "many" , "of" , "them" , "how many" , "many of" , "how of" , "how them" , "many them" , "of them" 
"LOC:other" , "what" , "famed" , "wall" , "support" , "what famed" , "famed wall" , "what wall" , "what support" , "famed support" , "wall support" 
"HUM:ind" , "who" , "portray" , "fatman" , "in" , "who portray" , "portray fatman" , "who fatman" , "who in" , "portray in" , "fatman in" 
"LOC:other" , "where" , "be" , "good" , "science" , "where be" , "be good" , "where good" , "where science" , "be science" , "good science" 
"HUM:ind" , "what" , "woman" , "be" , "time" , "what woman" , "woman be" , "what be" , "what time" , "woman time" , "be time" 
"HUM:ind" , "who" , "write" , "the" , "ugly" , "who write" , "write the" , "who the" , "who ugly" , "write ugly" , "the ugly" 
"HUM:ind" , "who" , "design" , "london" , "bridge" , "who design" , "design london" , "who london" , "who bridge" , "design bridge" , "london bridge" 
"NUM:count" , "how" , "many" , "mile" , "be" , "how many" , "many mile" , "how mile" , "how be" , "many be" , "mile be" 
"NUM:count" , "how" , "many" , "flavor" , "of" , "how many" , "many flavor" , "how flavor" , "how of" , "many of" , "flavor of" 
"LOC:other" , "where" , "be" , "the" , "busy" , "where be" , "be the" , "where the" , "where busy" , "be busy" , "the busy" 
"NUM:count" , "how" , "many" , "freckle" , "do" , "how many" , "many freckle" , "how freckle" , "how do" , "many do" , "freckle do" 
"HUM:ind" , "who" , "be" , "consider" , "to" , "who be" , "be consider" , "who consider" , "who to" , "be to" , "consider to" 
"NUM:dist" , "how" , "tall" , "be" , "the" , "how tall" , "tall be" , "how be" , "how the" , "tall the" , "be the" 
"NUM:other" , "what" , "be" , "the" , "population" , "what be" , "be the" , "what the" , "what population" , "be population" , "the population" 
"LOC:other" , "where" , "be" , "the" , "large" , "where be" , "be the" , "where the" , "where large" , "be large" , "the large" 
"NUM:money" , "how" , "much" , "do" , "alaska" , "how much" , "much do" , "how do" , "how alaska" , "much alaska" , "do alaska" 
"NUM:count" , "how" , "many" , "event" , "make" , "how many" , "many event" , "how event" , "how make" , "many make" , "event make" 
"LOC:other" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"HUM:ind" , "who" , "succeed" , "nikita" , "khrushchev" , "who succeed" , "succeed nikita" , "who nikita" , "who khrushchev" , "succeed khrushchev" , "nikita khrushchev" 
"HUM:ind" , "who" , "be" , "choose" , "to" , "who be" , "be choose" , "who choose" , "who to" , "be to" , "choose to" 
"HUM:ind" , "name" , "of" , "the" , "lady" , "name of" , "of the" , "name the" , "name lady" , "of lady" , "the lady" 
"NUM:count" , "how" , "many" , "bail" , "be" , "how many" , "many bail" , "how bail" , "how be" , "many be" , "bail be" 
"LOC:city" , "what" , "city" , "be" , "martin" , "what city" , "city be" , "what be" , "what martin" , "city martin" , "be martin" 
"HUM:ind" , "what" , "celebrity" , "couple" , "when" , "what celebrity" , "celebrity couple" , "what couple" , "what when" , "celebrity when" , "couple when" 
"HUM:ind" , "who" , "say" , "what" , "contemptible" , "who say" , "say what" , "who what" , "who contemptible" , "say contemptible" , "what contemptible" 
"LOC:city" , "what" , "be" , "the" , "capital" , "what be" , "be the" , "what the" , "what capital" , "be capital" , "the capital" 
"NUM:count" , "how" , "many" , "letter" , "appear" , "how many" , "many letter" , "how letter" , "how appear" , "many appear" , "letter appear" 
"LOC:city" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"NUM:money" , "what" , "be" , "the" , "minimum" , "what be" , "be the" , "what the" , "what minimum" , "be minimum" , "the minimum" 
"LOC:country" , "what" , "country" , "be" , "the" , "what country" , "country be" , "what be" , "what the" , "country the" , "be the" 
"NUM:date" , "when" , "be" , "the" , "jimmy" , "when be" , "be the" , "when the" , "when jimmy" , "be jimmy" , "the jimmy" 
"LOC:country" , "what" , "european" , "country" , "abandon" , "what european" , "european country" , "what country" , "what abandon" , "european abandon" , "country abandon" 
"HUM:ind" , "who" , "be" , "the" , "president" , "who be" , "be the" , "who the" , "who president" , "be president" , "the president" 
"NUM:money" , "how" , "much" , "do" , "varian" , "how much" , "much do" , "how do" , "how varian" , "much varian" , "do varian" 
"NUM:count" , "how" , "many" , "people" , "hike" , "how many" , "many people" , "how people" , "how hike" , "many hike" , "people hike" 
"HUM:ind" , "who" , "play" , "maria" , "in" , "who play" , "play maria" , "who maria" , "who in" , "play in" , "maria in" 
"HUM:ind" , "who" , "bestow" , "great" , "power" , "who bestow" , "bestow great" , "who great" , "who power" , "bestow power" , "great power" 
"LOC:country" , "what" , "nationality" , "be" , "a" , "what nationality" , "nationality be" , "what be" , "what a" , "nationality a" , "be a" 
"HUM:ind" , "what" , "be" , "the" , "most" , "what be" , "be the" , "what the" , "what most" , "be most" , "the most" 
"HUM:ind" , "who" , "be" , "the" , "accuse" , "who be" , "be the" , "who the" , "who accuse" , "be accuse" , "the accuse" 
"LOC:other" , "what" , "be" , "the" , "old" , "what be" , "be the" , "what the" , "what old" , "be old" , "the old" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"NUM:date" , "what" , "be" , "president" , "nixon" , "what be" , "be president" , "what president" , "what nixon" , "be nixon" , "president nixon" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"NUM:date" , "what" , "year" , "do" , "montana" , "what year" , "year do" , "what do" , "what montana" , "year montana" , "do montana" 
"NUM:date" , "when" , "be" , "the" , "ussr" , "when be" , "be the" , "when the" , "when ussr" , "be ussr" , "the ussr" 
"LOC:city" , "what" , "japanese" , "city" , "be" , "what japanese" , "japanese city" , "what city" , "what be" , "japanese be" , "city be" 
"HUM:ind" , "who" , "do" , "the" , "seven" , "who do" , "do the" , "who the" , "who seven" , "do seven" , "the seven" 
"HUM:ind" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"LOC:other" , "where" , "be" , "one" , "corpus" , "where be" , "be one" , "where one" , "where corpus" , "be corpus" , "one corpus" 
"HUM:ind" , "who" , "do" , "napolean" , "defeat" , "who do" , "do napolean" , "who napolean" , "who defeat" , "do defeat" , "napolean defeat" 
"HUM:ind" , "what" , "british" , "prime" , "minister" , "what british" , "british prime" , "what prime" , "what minister" , "british minister" , "prime minister" 
"NUM:count" , "how" , "many" , "object" , "orbit" , "how many" , "many object" , "how object" , "how orbit" , "many orbit" , "object orbit" 
"LOC:city" , "what" , "the" , "old" , "capital" , "what the" , "the old" , "what old" , "what capital" , "the capital" , "old capital" 
"LOC:other" , "what" , "be" , "the" , "location" , "what be" , "be the" , "what the" , "what location" , "be location" , "the location" 
"NUM:count" , "how" , "many" , "muscle" , "do" , "how many" , "many muscle" , "how muscle" , "how do" , "many do" , "muscle do" 
"NUM:period" , "how" , "long" , "do" , "you" , "how long" , "long do" , "how do" , "how you" , "long you" , "do you" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "name" , "of" , "heroine" , "in" , "name of" , "of heroine" , "name heroine" , "name in" , "of in" , "heroine in" 
"NUM:volsize" , "how" , "big" , "be" , "the" , "how big" , "big be" , "how be" , "how the" , "big the" , "be the" 
"LOC:country" , "jackson" , "pollock" , "be" , "a" , "jackson pollock" , "pollock be" , "jackson be" , "jackson a" , "pollock a" , "be a" 
"HUM:ind" , "who" , "write" , "the" , "godfather" , "who write" , "write the" , "who the" , "who godfather" , "write godfather" , "the godfather" 
"NUM:other" , "what" , "be" , "the" , "frequency" , "what be" , "be the" , "what the" , "what frequency" , "be frequency" , "the frequency" 
"LOC:other" , "what" , "island" , "be" , "the" , "what island" , "island be" , "what be" , "what the" , "island the" , "be the" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"HUM:ind" , "what" , "temperance" , "advocate" , "wield" , "what temperance" , "temperance advocate" , "what advocate" , "what wield" , "temperance wield" , "advocate wield" 
"NUM:count" , "how" , "many" , "island" , "do" , "how many" , "many island" , "how island" , "how do" , "many do" , "island do" 
"LOC:country" , "what" , "the" , "most" , "powerful" , "what the" , "the most" , "what most" , "what powerful" , "the powerful" , "most powerful" 
"HUM:ind" , "who" , "lead" , "the" , "norman" , "who lead" , "lead the" , "who the" , "who norman" , "lead norman" , "the norman" 
"NUM:perc" , "what" , "percentage" , "of" , "the" , "what percentage" , "percentage of" , "what of" , "what the" , "percentage the" , "of the" 
"HUM:ind" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"HUM:ind" , "who" , "invent" , "the" , "horoscope" , "who invent" , "invent the" , "who the" , "who horoscope" , "invent horoscope" , "the horoscope" 
"HUM:ind" , "what" , "king" , "be" , "force" , "what king" , "king be" , "what be" , "what force" , "king force" , "be force" 
"NUM:count" , "how" , "many" , "electoral" , "college" , "how many" , "many electoral" , "how electoral" , "how college" , "many college" , "electoral college" 
"HUM:ind" , "what" , "be" , "babe" , "ruth" , "what be" , "be babe" , "what babe" , "what ruth" , "be ruth" , "babe ruth" 
"NUM:count" , "how" , "many" , "bottle" , "of" , "how many" , "many bottle" , "how bottle" , "how of" , "many of" , "bottle of" 
"LOC:other" , "where" , "do" , "lobster" , "like" , "where do" , "do lobster" , "where lobster" , "where like" , "do like" , "lobster like" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"NUM:date" , "when" , "be" , "the" , "big" , "when be" , "be the" , "when the" , "when big" , "be big" , "the big" 
"HUM:ind" , "who" , "write" , "the" , "trilogy" , "who write" , "write the" , "who the" , "who trilogy" , "write trilogy" , "the trilogy" 
"NUM:count" , "how" , "many" , "hour" , "of" , "how many" , "many hour" , "how hour" , "how of" , "many of" , "hour of" 
"HUM:ind" , "what" , "be" , "alice" , "cooper" , "what be" , "be alice" , "what alice" , "what cooper" , "be cooper" , "alice cooper" 
"LOC:city" , "what" , "two" , "city" , "usually" , "what two" , "two city" , "what city" , "what usually" , "two usually" , "city usually" 
"NUM:count" , "how" , "many" , "time" , "do" , "how many" , "many time" , "how time" , "how do" , "many do" , "time do" 
"HUM:ind" , "name" , "the" , "person" , "who" , "name the" , "the person" , "name person" , "name who" , "the who" , "person who" 
"HUM:ind" , "what" , "kill" , "alexander" , "hamilton" , "what kill" , "kill alexander" , "what alexander" , "what hamilton" , "kill hamilton" , "alexander hamilton" 
"NUM:temp" , "what" , "the" , "fahrenheit" , "equivalent" , "what the" , "the fahrenheit" , "what fahrenheit" , "what equivalent" , "the equivalent" , "fahrenheit equivalent" 
"NUM:count" , "how" , "many" , "muscle" , "do" , "how many" , "many muscle" , "how muscle" , "how do" , "many do" , "muscle do" 
"HUM:ind" , "who" , "write" , "much" , "ado" , "who write" , "write much" , "who much" , "who ado" , "write ado" , "much ado" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"HUM:ind" , "what" , "louisiana" , "senator" , "win" , "what louisiana" , "louisiana senator" , "what senator" , "what win" , "louisiana win" , "senator win" 
"HUM:ind" , "who" , "win" , "oscar" , "for" , "who win" , "win oscar" , "who oscar" , "who for" , "win for" , "oscar for" 
"HUM:ind" , "what" , "writer" , "be" , "famous" , "what writer" , "writer be" , "what be" , "what famous" , "writer famous" , "be famous" 
"HUM:ind" , "who" , "the" , "lead" , "singer" , "who the" , "the lead" , "who lead" , "who singer" , "the singer" , "lead singer" 
"HUM:ind" , "in" , "dana" , "two" , "year" , "in dana" , "dana two" , "in two" , "in year" , "dana year" , "two year" 
"HUM:ind" , "who" , "play" , "the" , "cop" , "who play" , "play the" , "who the" , "who cop" , "play cop" , "the cop" 
"NUM:count" , "how" , "many" , "character" , "make" , "how many" , "many character" , "how character" , "how make" , "many make" , "character make" 
"NUM:money" , "what" , "be" , "the" , "annual" , "what be" , "be the" , "what the" , "what annual" , "be annual" , "the annual" 
"HUM:ind" , "who" , "create" , "billy" , "pilgrim" , "who create" , "create billy" , "who billy" , "who pilgrim" , "create pilgrim" , "billy pilgrim" 
"LOC:country" , "what" , "country" , "saw" , "the" , "what country" , "country saw" , "what saw" , "what the" , "country the" , "saw the" 
"HUM:ind" , "who" , "be" , "the" , "rich" , "who be" , "be the" , "who the" , "who rich" , "be rich" , "the rich" 
"LOC:other" , "where" , "can" , "i" , "take" , "where can" , "can i" , "where i" , "where take" , "can take" , "i take" 
"LOC:other" , "what" , "lake" , "in" , "scotland" , "what lake" , "lake in" , "what in" , "what scotland" , "lake scotland" , "in scotland" 
"HUM:ind" , "who" , "be" , "the" , "oscar" , "who be" , "be the" , "who the" , "who oscar" , "be oscar" , "the oscar" 
"HUM:ind" , "who" , "write" , "the" , "book" , "who write" , "write the" , "who the" , "who book" , "write book" , "the book" 
"HUM:ind" , "who" , "would" , "you" , "use" , "who would" , "would you" , "who you" , "who use" , "would use" , "you use" 
"LOC:other" , "what" , "famed" , "library" , "can" , "what famed" , "famed library" , "what library" , "what can" , "famed can" , "library can" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"LOC:city" , "what" , "north" , "american" , "city" , "what north" , "north american" , "what american" , "what city" , "north city" , "american city" 
"HUM:ind" , "what" , "radio" , "tv" , "and" , "what radio" , "radio tv" , "what tv" , "what and" , "radio and" , "tv and" 
"LOC:other" , "where" , "be" , "it" , "plan" , "where be" , "be it" , "where it" , "where plan" , "be plan" , "it plan" 
"NUM:period" , "what" , "be" , "maurizio" , "pellegrin" , "what be" , "be maurizio" , "what maurizio" , "what pellegrin" , "be pellegrin" , "maurizio pellegrin" 
"NUM:count" , "how" , "many" , "thousand" , "of" , "how many" , "many thousand" , "how thousand" , "how of" , "many of" , "thousand of" 
"HUM:ind" , "name" , "the" , "senate" , "majority" , "name the" , "the senate" , "name senate" , "name majority" , "the majority" , "senate majority" 
"HUM:ind" , "what" , "female" , "suspect" , "in" , "what female" , "female suspect" , "what suspect" , "what in" , "female in" , "suspect in" 
"NUM:count" , "about" , "how" , "many" , "american" , "about how" , "how many" , "about many" , "about american" , "how american" , "many american" 
"NUM:other" , "what" , "be" , "the" , "chemical" , "what be" , "be the" , "what the" , "what chemical" , "be chemical" , "the chemical" 
"LOC:other" , "what" , "be" , "the" , "old" , "what be" , "be the" , "what the" , "what old" , "be old" , "the old" 
"HUM:ind" , "what" , "member" , "of" , "the" , "what member" , "member of" , "what of" , "what the" , "member the" , "of the" 
"LOC:country" , "what" , "country" , "be" , "you" , "what country" , "country be" , "what be" , "what you" , "country you" , "be you" 
"HUM:ind" , "what" , "order" , "the" , "closing" , "what order" , "order the" , "what the" , "what closing" , "order closing" , "the closing" 
"LOC:city" , "what" , "be" , "the" , "capital" , "what be" , "be the" , "what the" , "what capital" , "be capital" , "the capital" 
"LOC:country" , "what" , "be" , "a" , "country" , "what be" , "be a" , "what a" , "what country" , "be country" , "a country" 
"LOC:country" , "what" , "country" , "earn" , "the" , "what country" , "country earn" , "what earn" , "what the" , "country the" , "earn the" 
"LOC:city" , "which" , "city" , "in" , "china" , "which city" , "city in" , "which in" , "which china" , "city china" , "in china" 
"NUM:date" , "when" , "be" , "the" , "oscar" , "when be" , "be the" , "when the" , "when oscar" , "be oscar" , "the oscar" 
"HUM:ind" , "who" , "be" , "the" , "prophet" , "who be" , "be the" , "who the" , "who prophet" , "be prophet" , "the prophet" 
"HUM:ind" , "what" , "be" , "the" , "most" , "what be" , "be the" , "what the" , "what most" , "be most" , "the most" 
"HUM:ind" , "who" , "be" , "the" , "old" , "who be" , "be the" , "who the" , "who old" , "be old" , "the old" 
"NUM:date" , "when" , "be" , "dubai" , "first" , "when be" , "be dubai" , "when dubai" , "when first" , "be first" , "dubai first" 
"HUM:ind" , "who" , "be" , "the" , "prophet" , "who be" , "be the" , "who the" , "who prophet" , "be prophet" , "the prophet" 
"HUM:ind" , "who" , "portray" , "maggio" , "in" , "who portray" , "portray maggio" , "who maggio" , "who in" , "portray in" , "maggio in" 
"LOC:other" , "where" , "be" , "zebras" , "most" , "where be" , "be zebras" , "where zebras" , "where most" , "be most" , "zebras most" 
"NUM:perc" , "what" , "be" , "the" , "odds" , "what be" , "be the" , "what the" , "what odds" , "be odds" , "the odds" 
"LOC:other" , "what" , "be" , "the" , "best" , "what be" , "be the" , "what the" , "what best" , "be best" , "the best" 
"HUM:ind" , "name" , "the" , "cartoon" , "genie" , "name the" , "the cartoon" , "name cartoon" , "name genie" , "the genie" , "cartoon genie" 
"NUM:money" , "what" , "be" , "the" , "amount" , "what be" , "be the" , "what the" , "what amount" , "be amount" , "the amount" 
"LOC:other" , "what" , "be" , "the" , "web" , "what be" , "be the" , "what the" , "what web" , "be web" , "the web" 
"NUM:volsize" , "how" , "big" , "be" , "the" , "how big" , "big be" , "how be" , "how the" , "big the" , "be the" 
"NUM:date" , "when" , "do" , "the" , "original" , "when do" , "do the" , "when the" , "when original" , "do original" , "the original" 
"NUM:count" , "how" , "many" , "language" , "be" , "how many" , "many language" , "how language" , "how be" , "many be" , "language be" 
"HUM:ind" , "who" , "be" , "the" , "only" , "who be" , "be the" , "who the" , "who only" , "be only" , "the only" 
"HUM:ind" , "which" , "member" , "of" , "charlie" , "which member" , "member of" , "which of" , "which charlie" , "member charlie" , "of charlie" 
"LOC:other" , "what" , "river" , "flow" , "past" , "what river" , "river flow" , "what flow" , "what past" , "river past" , "flow past" 
"HUM:ind" , "what" , "comedian" , "be" , "the" , "what comedian" , "comedian be" , "what be" , "what the" , "comedian the" , "be the" 
"LOC:other" , "where" , "do" , "you" , "find" , "where do" , "do you" , "where you" , "where find" , "do find" , "you find" 
"HUM:ind" , "who" , "love" , "flash" , "gordon" , "who love" , "love flash" , "who flash" , "who gordon" , "love gordon" , "flash gordon" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
